C1,C2,C3,C4,C5,L1,L2,L3,L4,L5,L6,WN1,WN2,DCPowerConsumption,S11,S22,PowerGain,DrainEfficiency,PAE,PSAT
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,1e-10,4e-10,8e-06,6e-06,0.0297,-2.28,-5.32,7.93,4.359,2.105,3.083
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,1e-10,4e-10,8e-06,7e-06,0.0318,-4.79,-11.46,8.673,4.314,1.672,3.13
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,1e-10,4e-10,8e-06,8e-06,0.034,-11.73,-11.36,7.913,3.955,1.422,2.921
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,1e-10,4e-10,8e-06,1e-05,0.0382,-7.53,-4.39,4.693,2.722,0.769,1.855
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,1e-10,4e-10,8e-06,1.1e-05,0.0403,-4.9,-3.06,3.255,2.281,0.551,1.394
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,1e-10,4e-10,8e-06,1.2e-05,0.0425,-3.66,-2.25,1.421,2.61,0.33,1.798
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,3e-10,9e-06,9e-06,0.0382,-12.54,-6.42,7.604,9.993,4.978,7.424
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,3e-10,9e-06,6e-06,0.0318,-2.76,-5.6,8.704,14.0,8.585,8.415
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,3e-10,9e-06,7e-06,0.034,-4.93,-6.06,8.825,14.22,7.983,8.534
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,3e-10,9e-06,8e-06,0.0361,-10.2,-6.38,8.351,12.73,6.751,8.155
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,3e-10,9e-06,1e-05,0.0403,-7.34,-6.11,6.328,8.446,3.693,6.885
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,3e-10,9e-06,1.1e-05,0.0425,-4.91,-5.6,5.545,6.733,2.695,6.198
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,3e-10,9e-06,1.2e-05,0.0446,-3.75,-5.06,4.429,6.683,1.812,5.926
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,3e-10,9e-06,1.3e-05,0.0467,-3.13,-4.55,2.814,6.285,1.577,5.812
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,3e-10,6e-06,9e-06,0.0318,-16.05,-7.15,8.264,10.42,5.448,7.215
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,3e-10,6e-06,6e-06,0.0255,-1.6,-4.74,9.507,11.73,7.648,7.311
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,3e-10,6e-06,7e-06,0.0276,-3.56,-5.7,9.575,12.81,7.73,7.748
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,3e-10,6e-06,8e-06,0.0297,-9.83,-6.62,8.956,12.25,6.929,7.626
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,3e-10,6e-06,1e-05,0.034,-6.99,-6.99,7.012,9.476,4.704,6.97
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,3e-10,6e-06,1.1e-05,0.0361,-4.26,-6.41,6.332,7.932,3.422,6.483
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,3e-10,6e-06,1.2e-05,0.0382,-3.08,-5.72,5.254,8.068,3.005,6.39
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,3e-10,6e-06,1.3e-05,0.0403,-2.47,-5.05,3.676,7.889,2.833,6.448
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,3e-10,7e-06,9e-06,0.034,-14.82,-6.91,8.077,10.28,5.225,7.287
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,3e-10,7e-06,6e-06,0.0276,-1.91,-5.03,9.332,12.63,8.052,7.748
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,3e-10,7e-06,7e-06,0.0297,-3.97,-5.84,9.391,13.39,7.876,8.049
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,3e-10,7e-06,8e-06,0.0318,-10.11,-6.56,8.8,12.38,6.891,7.796
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,3e-10,7e-06,1e-05,0.0361,-7.14,-6.69,6.812,9.122,4.37,6.943
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,3e-10,7e-06,1.1e-05,0.0382,-4.47,-6.14,6.098,7.527,3.197,6.4
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,3e-10,7e-06,1.2e-05,0.0403,-3.29,-5.5,5.014,7.562,2.599,6.233
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,3e-10,7e-06,1.3e-05,0.0425,-2.66,-4.89,3.432,7.356,2.436,6.263
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,3e-10,8e-06,9e-06,0.0361,-13.63,-6.67,7.858,10.13,5.089,7.355
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,3e-10,8e-06,6e-06,0.0297,-2.29,-5.32,9.053,13.39,8.361,8.11
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,3e-10,8e-06,7e-06,0.0318,-4.43,-5.97,9.142,13.85,7.954,8.305
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,3e-10,8e-06,8e-06,0.034,-10.23,-6.48,8.6,12.53,6.825,7.969
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,3e-10,8e-06,1e-05,0.0382,-7.26,-6.4,6.585,8.782,4.033,6.916
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,3e-10,8e-06,1.1e-05,0.0403,-4.69,-5.87,5.836,7.128,2.954,6.305
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,3e-10,8e-06,1.2e-05,0.0425,-3.51,-5.28,4.74,7.104,2.2,6.078
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,3e-10,8e-06,1.3e-05,0.0446,-2.88,-4.72,3.145,6.82,2.013,6.052
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,4e-10,9e-06,9e-06,0.0382,-12.81,-6.5,7.795,6.767,3.649,5.768
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,4e-10,9e-06,6e-06,0.0318,-2.8,-6.52,9.024,11.91,7.017,7.72
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,4e-10,9e-06,7e-06,0.034,-5.02,-6.93,9.101,11.11,5.589,7.478
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,4e-10,9e-06,8e-06,0.0361,-10.46,-6.9,8.532,9.216,4.495,6.785
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,4e-10,9e-06,1e-05,0.0403,-7.43,-5.82,6.511,5.539,3.199,5.086
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,4e-10,9e-06,1.1e-05,0.0425,-4.97,-5.07,5.35,4.828,2.546,4.767
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,4e-10,9e-06,1.2e-05,0.0446,-3.79,-4.4,4.449,4.472,1.517,4.564
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,4e-10,9e-06,1.3e-05,0.0467,-3.16,-3.85,2.962,4.773,1.31,4.59
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,4e-10,6e-06,9e-06,0.0318,-16.35,-7.53,8.187,7.29,4.103,5.7
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,4e-10,6e-06,6e-06,0.0255,-1.63,-6.19,9.999,10.53,6.786,6.806
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,4e-10,6e-06,7e-06,0.0276,-3.65,-7.4,9.801,10.42,5.801,6.819
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,4e-10,6e-06,8e-06,0.0297,-10.08,-7.89,8.893,9.332,4.898,6.441
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,4e-10,6e-06,1e-05,0.034,-7.07,-6.56,6.951,6.412,3.696,5.312
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,4e-10,6e-06,1.1e-05,0.0361,-4.31,-5.51,5.768,5.652,2.898,5.038
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,4e-10,6e-06,1.2e-05,0.0382,-3.12,-4.62,4.886,5.776,1.68,4.96
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,4e-10,6e-06,1.3e-05,0.0403,-2.49,-3.92,3.352,5.878,1.999,5.191
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,4e-10,7e-06,9e-06,0.034,-15.14,-7.18,8.086,7.091,3.942,5.712
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,4e-10,7e-06,6e-06,0.0276,-1.95,-6.33,9.764,11.02,6.905,7.134
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,4e-10,7e-06,7e-06,0.0297,-4.07,-7.27,9.618,10.65,5.739,7.04
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,4e-10,7e-06,8e-06,0.0318,-10.37,-7.57,8.805,9.219,4.754,6.526
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,4e-10,7e-06,1e-05,0.0361,-7.22,-6.32,6.828,6.097,3.531,5.231
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,4e-10,7e-06,1.1e-05,0.0382,-4.53,-5.37,5.648,5.369,2.796,4.955
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,4e-10,7e-06,1.2e-05,0.0403,-3.32,-4.56,4.771,5.337,1.641,4.73
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,4e-10,7e-06,1.3e-05,0.0425,-2.69,-3.9,3.26,5.554,1.806,5.049
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,4e-10,8e-06,9e-06,0.0361,-13.93,-6.84,7.957,6.92,3.791,5.736
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,4e-10,8e-06,6e-06,0.0297,-2.33,-6.44,9.437,11.47,6.979,7.434
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,4e-10,8e-06,7e-06,0.0318,-4.52,-7.11,9.389,10.87,5.666,7.258
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,4e-10,8e-06,8e-06,0.034,-10.49,-7.24,8.69,9.175,4.621,6.638
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,4e-10,8e-06,1e-05,0.0382,-7.34,-6.07,6.682,5.808,3.366,5.155
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,4e-10,8e-06,1.1e-05,0.0403,-4.74,-5.22,5.509,5.094,2.68,4.864
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,4e-10,8e-06,1.2e-05,0.0425,-3.55,-4.48,4.626,4.906,1.587,4.659
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,1.5e-10,2e-10,4e-10,8e-06,1.3e-05,0.0446,-2.91,-3.88,3.132,5.188,1.578,4.854
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,3e-10,9e-06,9e-06,0.0382,-12.08,-15.53,7.645,5.206,2.064,4.405
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,3e-10,9e-06,6e-06,0.0318,-2.62,-3.32,7.897,5.783,2.938,4.396
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,3e-10,9e-06,7e-06,0.034,-4.91,-6.0,8.013,6.279,2.959,4.788
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,3e-10,9e-06,8e-06,0.0361,-10.58,-11.04,8.503,6.13,2.562,4.812
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,3e-10,9e-06,1e-05,0.0403,-7.23,-11.22,6.558,4.61,1.786,4.125
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,3e-10,9e-06,1.1e-05,0.0425,-4.95,-7.45,5.321,4.064,1.442,3.72
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,3e-10,9e-06,1.2e-05,0.0446,-3.82,-5.18,3.372,4.462,0.999,4.084
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,3e-10,9e-06,1.3e-05,0.0467,-3.2,-3.79,2.299,3.906,0.512,3.699
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,3e-10,6e-06,9e-06,0.0318,-14.54,-15.1,8.006,5.439,2.278,4.232
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,3e-10,6e-06,6e-06,0.0255,-1.51,-2.55,8.175,4.974,2.735,3.474
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,3e-10,6e-06,7e-06,0.0276,-3.53,-4.7,8.317,5.81,3.096,4.174
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,3e-10,6e-06,8e-06,0.0297,-10.46,-9.05,8.793,5.995,2.802,4.388
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,3e-10,6e-06,1e-05,0.034,-6.73,-13.02,6.848,4.994,2.064,4.086
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,3e-10,6e-06,1.1e-05,0.0361,-4.25,-8.47,5.787,4.19,1.674,3.66
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,3e-10,6e-06,1.2e-05,0.0382,-3.12,-5.74,3.937,4.908,1.182,4.169
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,3e-10,6e-06,1.3e-05,0.0403,-2.51,-4.11,2.973,4.299,0.655,3.795
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,3e-10,7e-06,9e-06,0.034,-13.75,-15.47,7.914,5.362,2.198,4.284
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,3e-10,7e-06,6e-06,0.0276,-1.8,-2.75,8.144,5.245,2.822,3.797
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,3e-10,7e-06,7e-06,0.0297,-3.95,-5.05,8.206,5.969,3.053,4.38
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,3e-10,7e-06,8e-06,0.0318,-10.67,-9.61,8.73,6.022,2.718,4.513
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,3e-10,7e-06,1e-05,0.0361,-6.92,-12.5,6.757,4.864,1.962,4.093
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,3e-10,7e-06,1.1e-05,0.0382,-4.48,-8.15,5.656,4.041,1.597,3.639
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,3e-10,7e-06,1.2e-05,0.0403,-3.34,-5.56,3.762,4.735,1.126,4.129
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,3e-10,7e-06,1.3e-05,0.0425,-2.71,-4.01,2.777,4.166,0.616,3.769
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,3e-10,8e-06,9e-06,0.0361,-12.9,-15.65,7.797,5.286,2.13,4.344
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,3e-10,8e-06,6e-06,0.0297,-2.17,-3.0,8.052,5.508,2.891,4.1
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,3e-10,8e-06,7e-06,0.0318,-4.41,-5.48,8.145,6.117,3.009,4.58
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,3e-10,8e-06,8e-06,0.034,-10.7,-10.27,8.639,6.056,2.639,4.649
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,3e-10,8e-06,1e-05,0.0382,-7.09,-11.9,6.662,4.736,1.871,4.107
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,3e-10,8e-06,1.1e-05,0.0403,-4.71,-7.81,5.501,3.949,1.52,3.624
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,3e-10,8e-06,1.2e-05,0.0425,-3.57,-5.38,3.574,4.588,1.065,4.1
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,3e-10,8e-06,1.3e-05,0.0446,-2.94,-3.9,2.553,4.034,0.568,3.736
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,4e-10,9e-06,9e-06,0.0382,-13.32,-6.48,6.336,3.059,1.066,2.236
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,4e-10,9e-06,6e-06,0.0318,-2.75,-5.79,7.616,4.462,2.057,3.274
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,4e-10,9e-06,7e-06,0.034,-5.31,-11.96,8.443,4.349,1.621,3.264
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,4e-10,9e-06,8e-06,0.0361,-11.6,-10.86,7.776,3.948,1.364,3.02
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,4e-10,9e-06,1e-05,0.0403,-7.67,-4.28,4.615,2.65,0.735,1.845
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,4e-10,9e-06,1.1e-05,0.0425,-5.14,-3.0,3.134,2.209,0.506,1.353
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,4e-10,9e-06,1.2e-05,0.0446,-3.92,-2.21,1.251,2.51,0.29,1.719
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,4e-10,6e-06,9e-06,0.0318,-15.98,-7.06,6.707,3.256,1.211,2.144
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,4e-10,6e-06,6e-06,0.0255,-1.58,-4.59,8.564,4.23,2.259,2.709
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,4e-10,6e-06,7e-06,0.0276,-3.87,-10.27,8.952,4.348,1.869,2.91
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,4e-10,6e-06,8e-06,0.0297,-11.36,-12.09,8.072,4.129,1.557,2.84
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,4e-10,6e-06,1e-05,0.034,-7.16,-4.6,4.838,2.92,0.836,1.884
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,4e-10,6e-06,1.1e-05,0.0361,-4.43,-3.18,3.458,2.453,0.641,1.431
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,4e-10,6e-06,1.2e-05,0.0382,-3.21,-2.31,1.721,2.808,0.401,1.883
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,4e-10,7e-06,9e-06,0.034,-15.23,-6.89,6.609,3.187,1.162,2.169
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,4e-10,7e-06,6e-06,0.0276,-1.89,-4.92,8.267,4.303,2.2,2.894
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,4e-10,7e-06,7e-06,0.0297,-4.31,-10.8,8.825,4.342,1.785,3.019
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,4e-10,7e-06,8e-06,0.0318,-11.66,-11.75,7.997,4.05,1.492,2.881
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,4e-10,7e-06,1e-05,0.0361,-7.36,-4.5,4.769,2.827,0.804,1.866
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,4e-10,7e-06,1.1e-05,0.0382,-4.66,-3.13,3.37,2.364,0.597,1.405
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,4e-10,7e-06,1.2e-05,0.0403,-3.42,-2.28,1.579,2.698,0.368,1.824
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,4e-10,8e-06,9e-06,0.0361,-14.3,-6.7,6.487,3.124,1.114,2.202
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,4e-10,8e-06,6e-06,0.0297,-2.28,-5.31,7.947,4.381,2.133,3.082
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,4e-10,8e-06,7e-06,0.0318,-4.79,-11.38,8.659,4.345,1.703,3.139
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,4e-10,8e-06,8e-06,0.034,-11.73,-11.34,7.903,3.986,1.428,2.938
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,4e-10,8e-06,1e-05,0.0382,-7.53,-4.4,4.695,2.737,0.77,1.854
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,4e-10,8e-06,1.1e-05,0.0403,-4.9,-3.07,3.263,2.279,0.551,1.379
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,1e-10,4e-10,8e-06,1.2e-05,0.0425,-3.66,-2.25,1.422,2.6,0.331,1.77
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,2e-10,3e-10,9e-06,9e-06,0.0382,-12.55,-6.56,7.585,10.3,5.258,7.535
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,2e-10,3e-10,9e-06,6e-06,0.0318,-2.76,-5.84,8.906,14.21,9.164,8.472
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,2e-10,3e-10,9e-06,7e-06,0.034,-4.92,-6.28,8.844,14.44,8.541,8.593
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,2e-10,3e-10,9e-06,8e-06,0.0361,-10.19,-6.56,8.342,13.05,7.199,8.255
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,2e-10,3e-10,9e-06,1e-05,0.0403,-7.34,-6.2,6.317,8.551,3.701,6.92
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,2e-10,3e-10,9e-06,1.1e-05,0.0425,-4.91,-5.66,5.535,6.744,2.686,6.196
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,2e-10,3e-10,9e-06,1.2e-05,0.0446,-3.75,-5.09,4.419,6.633,1.8,5.875
3e-12,3e-13,2e-13,3e-13,1e-13,1e-10,3.5e-10,6e-10,2.5e-10,2e-10,3e-10,9e-06,1.3e-05,0.0467,-3.13,-4.57,2.802,6.206,1.551,5.737
