C1,C2,Cb,Ld,Ls,WN1,Bandwidth,DCPowerConsumption,S11,NoiseFigure,PowerGain
3e-13,1.5e-13,7.5e-13,1.8e-10,2.5e-09,2e-05,14800000000.0,0.0286,-10.99,3.114,2.998
3e-13,1.5e-13,7.5e-13,1.8e-10,2.5e-09,2.1e-05,14600000000.0,0.03,-10.62,3.163,2.855
3e-13,1.5e-13,7.5e-13,1.8e-10,2.5e-09,2.2e-05,14500000000.0,0.0313,-10.31,3.216,2.701
3e-13,1.5e-13,7.5e-13,1.8e-10,2.5e-09,2.3e-05,14300000000.0,0.0327,-10.04,3.272,2.539
3e-13,1.5e-13,7.5e-13,1.8e-10,3.5e-09,1.8e-05,15300000000.0,0.0258,-11.9,3.037,3.247
3e-13,1.5e-13,7.5e-13,1.8e-10,3.5e-09,1.2e-05,16800000000.0,0.0175,-18.71,3.026,3.508
3e-13,1.5e-13,7.5e-13,1.8e-10,3.5e-09,1.3e-05,16400000000.0,0.0189,-16.74,2.992,3.535
3e-13,1.5e-13,7.5e-13,1.8e-10,3.5e-09,1.4e-05,16200000000.0,0.0202,-15.28,2.976,3.528
3e-13,1.5e-13,7.5e-13,1.8e-10,3.5e-09,1.5e-05,16000000000.0,0.0216,-14.15,2.974,3.493
3e-13,1.5e-13,7.5e-13,1.8e-10,3.5e-09,1.6e-05,15900000000.0,0.023,-13.25,2.985,3.432
3e-13,1.5e-13,7.5e-13,1.8e-10,3.5e-09,1.7e-05,15600000000.0,0.0244,-12.51,3.007,3.349
3e-13,1.5e-13,7.5e-13,1.8e-10,3.5e-09,1.9e-05,15000000000.0,0.0272,-11.39,3.074,3.13
3e-13,1.5e-13,7.5e-13,1.8e-10,3.5e-09,2e-05,14800000000.0,0.0286,-10.96,3.118,2.998
3e-13,1.5e-13,7.5e-13,1.8e-10,3.5e-09,2.1e-05,14600000000.0,0.03,-10.6,3.167,2.855
3e-13,1.5e-13,7.5e-13,1.8e-10,3.5e-09,2.2e-05,14500000000.0,0.0313,-10.29,3.22,2.701
3e-13,1.5e-13,7.5e-13,1.8e-10,3.5e-09,2.3e-05,14300000000.0,0.0327,-10.02,3.276,2.539
3e-13,1.5e-13,7.5e-13,1.8e-10,4.5e-09,1.8e-05,15300000000.0,0.0258,-11.89,3.038,3.247
3e-13,1.5e-13,7.5e-13,1.8e-10,4.5e-09,1.2e-05,16800000000.0,0.0175,-18.7,3.026,3.508
3e-13,1.5e-13,7.5e-13,1.8e-10,4.5e-09,1.3e-05,16400000000.0,0.0189,-16.73,2.992,3.535
3e-13,1.5e-13,7.5e-13,1.8e-10,4.5e-09,1.4e-05,16200000000.0,0.0202,-15.26,2.976,3.528
3e-13,1.5e-13,7.5e-13,1.8e-10,4.5e-09,1.5e-05,16000000000.0,0.0216,-14.13,2.975,3.493
3e-13,1.5e-13,7.5e-13,1.8e-10,4.5e-09,1.6e-05,15900000000.0,0.023,-13.23,2.986,3.432
3e-13,1.5e-13,7.5e-13,1.8e-10,4.5e-09,1.7e-05,15600000000.0,0.0244,-12.5,3.008,3.349
3e-13,1.5e-13,7.5e-13,1.8e-10,4.5e-09,1.9e-05,15000000000.0,0.0272,-11.38,3.076,3.13
3e-13,1.5e-13,7.5e-13,1.8e-10,4.5e-09,2e-05,14800000000.0,0.0286,-10.95,3.12,2.998
3e-13,1.5e-13,7.5e-13,1.8e-10,4.5e-09,2.1e-05,14600000000.0,0.03,-10.59,3.169,2.855
3e-13,1.5e-13,7.5e-13,1.8e-10,4.5e-09,2.2e-05,14500000000.0,0.0313,-10.27,3.222,2.701
3e-13,1.5e-13,7.5e-13,1.8e-10,4.5e-09,2.3e-05,14300000000.0,0.0327,-10.0,3.279,2.539
3e-13,1.5e-13,7.5e-13,1.8e-10,5.5e-09,1.8e-05,15300000000.0,0.0258,-11.88,3.04,3.247
3e-13,1.5e-13,7.5e-13,1.8e-10,5.5e-09,1.2e-05,16800000000.0,0.0175,-18.69,3.026,3.508
3e-13,1.5e-13,7.5e-13,1.8e-10,5.5e-09,1.3e-05,16400000000.0,0.0189,-16.71,2.992,3.535
3e-13,1.5e-13,7.5e-13,1.8e-10,5.5e-09,1.4e-05,16200000000.0,0.0202,-15.25,2.976,3.528
3e-13,1.5e-13,7.5e-13,1.8e-10,5.5e-09,1.5e-05,16000000000.0,0.0216,-14.12,2.976,3.493
3e-13,1.5e-13,7.5e-13,1.8e-10,5.5e-09,1.6e-05,15900000000.0,0.023,-13.22,2.987,3.432
3e-13,1.5e-13,7.5e-13,1.8e-10,5.5e-09,1.7e-05,15600000000.0,0.0244,-12.48,3.009,3.349
3e-13,1.5e-13,7.5e-13,1.8e-10,5.5e-09,1.9e-05,15000000000.0,0.0272,-11.37,3.077,3.13
3e-13,1.5e-13,7.5e-13,1.8e-10,5.5e-09,2e-05,14800000000.0,0.0286,-10.94,3.121,2.998
3e-13,1.5e-13,7.5e-13,1.8e-10,5.5e-09,2.1e-05,14600000000.0,0.03,-10.58,3.171,2.855
3e-13,1.5e-13,7.5e-13,1.8e-10,5.5e-09,2.2e-05,14500000000.0,0.0313,-10.27,3.224,2.701
3e-13,1.5e-13,7.5e-13,1.8e-10,5.5e-09,2.3e-05,14300000000.0,0.0327,-10.0,3.281,2.539
3e-13,1.5e-13,7.5e-13,8e-11,1.5e-09,1.8e-05,15700000000.0,0.0258,-9.35,3.03,3.463
3e-13,1.5e-13,7.5e-13,8e-11,1.5e-09,1.2e-05,17000000000.0,0.0175,-13.0,3.033,1.138
3e-13,1.5e-13,7.5e-13,8e-11,1.5e-09,1.3e-05,16900000000.0,0.0189,-12.08,2.995,1.6
3e-13,1.5e-13,7.5e-13,8e-11,1.5e-09,1.4e-05,16500000000.0,0.0202,-11.31,2.976,2.03
3e-13,1.5e-13,7.5e-13,8e-11,1.5e-09,1.5e-05,16300000000.0,0.0216,-10.67,2.973,2.431
3e-13,1.5e-13,7.5e-13,8e-11,1.5e-09,1.6e-05,16300000000.0,0.023,-10.14,2.982,2.803
3e-13,1.5e-13,7.5e-13,8e-11,1.5e-09,1.7e-05,16000000000.0,0.0244,-9.71,3.001,3.147
3e-13,1.5e-13,7.5e-13,8e-11,1.5e-09,1.9e-05,15600000000.0,0.0272,-9.07,3.066,3.751
3e-13,1.5e-13,7.5e-13,8e-11,1.5e-09,2e-05,15600000000.0,0.0286,-8.85,3.108,4.009
3e-13,1.5e-13,7.5e-13,8e-11,1.5e-09,2.1e-05,15400000000.0,0.03,-8.69,3.156,4.238
3e-13,1.5e-13,7.5e-13,8e-11,1.5e-09,2.2e-05,15100000000.0,0.0313,-8.59,3.208,4.436
3e-13,1.5e-13,7.5e-13,8e-11,1.5e-09,2.3e-05,14900000000.0,0.0327,-8.54,3.263,4.602
3e-13,1.5e-13,7.5e-13,8e-11,5e-10,1.8e-05,15700000000.0,0.0258,-8.63,3.053,3.463
3e-13,1.5e-13,7.5e-13,8e-11,5e-10,1.2e-05,17000000000.0,0.0175,-11.6,3.107,1.138
3e-13,1.5e-13,7.5e-13,8e-11,5e-10,1.3e-05,16900000000.0,0.0189,-10.92,3.058,1.6
3e-13,1.5e-13,7.5e-13,8e-11,5e-10,1.4e-05,16500000000.0,0.0202,-10.31,3.029,2.03
3e-13,1.5e-13,7.5e-13,8e-11,5e-10,1.5e-05,16300000000.0,0.0216,-9.78,3.017,2.431
3e-13,1.5e-13,7.5e-13,8e-11,5e-10,1.6e-05,16300000000.0,0.023,-9.33,3.018,2.803
3e-13,1.5e-13,7.5e-13,8e-11,5e-10,1.7e-05,16000000000.0,0.0244,-8.95,3.03,3.147
3e-13,1.5e-13,7.5e-13,8e-11,5e-10,1.9e-05,15600000000.0,0.0272,-8.36,3.083,3.751
3e-13,1.5e-13,7.5e-13,8e-11,5e-10,2e-05,15600000000.0,0.0286,-8.15,3.12,4.009
3e-13,1.5e-13,7.5e-13,8e-11,5e-10,2.1e-05,15400000000.0,0.03,-7.99,3.163,4.238
3e-13,1.5e-13,7.5e-13,8e-11,5e-10,2.2e-05,15100000000.0,0.0313,-7.88,3.211,4.436
3e-13,1.5e-13,7.5e-13,8e-11,5e-10,2.3e-05,14900000000.0,0.0327,-7.81,3.262,4.602
3e-13,1.5e-13,7.5e-13,8e-11,2.5e-09,1.8e-05,15700000000.0,0.0258,-9.5,3.034,3.463
3e-13,1.5e-13,7.5e-13,8e-11,2.5e-09,1.2e-05,17000000000.0,0.0175,-13.28,3.027,1.138
3e-13,1.5e-13,7.5e-13,8e-11,2.5e-09,1.3e-05,16900000000.0,0.0189,-12.3,2.992,1.6
3e-13,1.5e-13,7.5e-13,8e-11,2.5e-09,1.4e-05,16500000000.0,0.0202,-11.5,2.975,2.03
3e-13,1.5e-13,7.5e-13,8e-11,2.5e-09,1.5e-05,16300000000.0,0.0216,-10.84,2.973,2.431
3e-13,1.5e-13,7.5e-13,8e-11,2.5e-09,1.6e-05,16300000000.0,0.023,-10.3,2.984,2.803
3e-13,1.5e-13,7.5e-13,8e-11,2.5e-09,1.7e-05,16000000000.0,0.0244,-9.86,3.004,3.147
3e-13,1.5e-13,7.5e-13,8e-11,2.5e-09,1.9e-05,15600000000.0,0.0272,-9.22,3.071,3.751
3e-13,1.5e-13,7.5e-13,8e-11,2.5e-09,2e-05,15600000000.0,0.0286,-9.0,3.114,4.009
3e-13,1.5e-13,7.5e-13,8e-11,2.5e-09,2.1e-05,15400000000.0,0.03,-8.84,3.163,4.238
3e-13,1.5e-13,7.5e-13,8e-11,2.5e-09,2.2e-05,15100000000.0,0.0313,-8.73,3.216,4.436
3e-13,1.5e-13,7.5e-13,8e-11,2.5e-09,2.3e-05,14900000000.0,0.0327,-8.68,3.272,4.602
3e-13,1.5e-13,7.5e-13,8e-11,3.5e-09,1.8e-05,15700000000.0,0.0258,-9.56,3.037,3.463
3e-13,1.5e-13,7.5e-13,8e-11,3.5e-09,1.2e-05,17000000000.0,0.0175,-13.4,3.026,1.138
3e-13,1.5e-13,7.5e-13,8e-11,3.5e-09,1.3e-05,16900000000.0,0.0189,-12.4,2.992,1.6
3e-13,1.5e-13,7.5e-13,8e-11,3.5e-09,1.4e-05,16500000000.0,0.0202,-11.58,2.976,2.03
3e-13,1.5e-13,7.5e-13,8e-11,3.5e-09,1.5e-05,16300000000.0,0.0216,-10.91,2.974,2.431
3e-13,1.5e-13,7.5e-13,8e-11,3.5e-09,1.6e-05,16300000000.0,0.023,-10.37,2.985,2.803
3e-13,1.5e-13,7.5e-13,8e-11,3.5e-09,1.7e-05,16000000000.0,0.0244,-9.92,3.007,3.147
3e-13,1.5e-13,7.5e-13,8e-11,3.5e-09,1.9e-05,15600000000.0,0.0272,-9.28,3.074,3.751
3e-13,1.5e-13,7.5e-13,8e-11,3.5e-09,2e-05,15600000000.0,0.0286,-9.06,3.118,4.009
3e-13,1.5e-13,7.5e-13,8e-11,3.5e-09,2.1e-05,15400000000.0,0.03,-8.9,3.167,4.238
3e-13,1.5e-13,7.5e-13,8e-11,3.5e-09,2.2e-05,15100000000.0,0.0313,-8.8,3.22,4.436
3e-13,1.5e-13,7.5e-13,8e-11,3.5e-09,2.3e-05,14900000000.0,0.0327,-8.75,3.276,4.602
3e-13,1.5e-13,7.5e-13,8e-11,4.5e-09,1.8e-05,15700000000.0,0.0258,-9.6,3.038,3.463
3e-13,1.5e-13,7.5e-13,8e-11,4.5e-09,1.2e-05,17000000000.0,0.0175,-13.47,3.026,1.138
3e-13,1.5e-13,7.5e-13,8e-11,4.5e-09,1.3e-05,16900000000.0,0.0189,-12.45,2.992,1.6
3e-13,1.5e-13,7.5e-13,8e-11,4.5e-09,1.4e-05,16500000000.0,0.0202,-11.63,2.976,2.03
3e-13,1.5e-13,7.5e-13,8e-11,4.5e-09,1.5e-05,16300000000.0,0.0216,-10.95,2.975,2.431
3e-13,1.5e-13,7.5e-13,8e-11,4.5e-09,1.6e-05,16300000000.0,0.023,-10.4,2.986,2.803
3e-13,1.5e-13,7.5e-13,8e-11,4.5e-09,1.7e-05,16000000000.0,0.0244,-9.96,3.008,3.147
3e-13,1.5e-13,7.5e-13,8e-11,4.5e-09,1.9e-05,15600000000.0,0.0272,-9.31,3.076,3.751
3e-13,1.5e-13,7.5e-13,8e-11,4.5e-09,2e-05,15600000000.0,0.0286,-9.09,3.12,4.009
3e-13,1.5e-13,7.5e-13,8e-11,4.5e-09,2.1e-05,15400000000.0,0.03,-8.93,3.169,4.238
3e-13,1.5e-13,7.5e-13,8e-11,4.5e-09,2.2e-05,15100000000.0,0.0313,-8.83,3.222,4.436
3e-13,1.5e-13,7.5e-13,8e-11,4.5e-09,2.3e-05,14900000000.0,0.0327,-8.78,3.279,4.602
3e-13,1.5e-13,7.5e-13,8e-11,5.5e-09,1.8e-05,15700000000.0,0.0258,-9.62,3.04,3.463
3e-13,1.5e-13,7.5e-13,8e-11,5.5e-09,1.2e-05,17000000000.0,0.0175,-13.51,3.026,1.138
3e-13,1.5e-13,7.5e-13,8e-11,5.5e-09,1.3e-05,16900000000.0,0.0189,-12.48,2.992,1.6
3e-13,1.5e-13,7.5e-13,8e-11,5.5e-09,1.4e-05,16500000000.0,0.0202,-11.65,2.976,2.03
3e-13,1.5e-13,7.5e-13,8e-11,5.5e-09,1.5e-05,16300000000.0,0.0216,-10.98,2.976,2.431
3e-13,1.5e-13,7.5e-13,8e-11,5.5e-09,1.6e-05,16300000000.0,0.023,-10.43,2.987,2.803
3e-13,1.5e-13,7.5e-13,8e-11,5.5e-09,1.7e-05,16000000000.0,0.0244,-9.98,3.009,3.147
3e-13,1.5e-13,7.5e-13,8e-11,5.5e-09,1.9e-05,15600000000.0,0.0272,-9.33,3.077,3.751
3e-13,1.5e-13,7.5e-13,8e-11,5.5e-09,2e-05,15600000000.0,0.0286,-9.11,3.121,4.009
3e-13,1.5e-13,7.5e-13,8e-11,5.5e-09,2.1e-05,15400000000.0,0.03,-8.95,3.171,4.238
3e-13,1.5e-13,7.5e-13,8e-11,5.5e-09,2.2e-05,15100000000.0,0.0313,-8.85,3.224,4.436
3e-13,1.5e-13,7.5e-13,8e-11,5.5e-09,2.3e-05,14900000000.0,0.0327,-8.81,3.281,4.602
3e-13,1.5e-13,7.5e-13,2.8e-10,1.5e-09,1.8e-05,15100000000.0,0.0258,-10.65,3.03,1.48
3e-13,1.5e-13,7.5e-13,2.8e-10,1.5e-09,1.2e-05,16600000000.0,0.0175,-16.52,3.033,1.677
3e-13,1.5e-13,7.5e-13,2.8e-10,1.5e-09,1.3e-05,16500000000.0,0.0189,-14.87,2.995,1.7
3e-13,1.5e-13,7.5e-13,2.8e-10,1.5e-09,1.4e-05,16300000000.0,0.0202,-13.62,2.976,1.697
3e-13,1.5e-13,7.5e-13,2.8e-10,1.5e-09,1.5e-05,15900000000.0,0.0216,-12.64,2.973,1.67
3e-13,1.5e-13,7.5e-13,2.8e-10,1.5e-09,1.6e-05,15600000000.0,0.023,-11.84,2.982,1.623
3e-13,1.5e-13,7.5e-13,2.8e-10,1.5e-09,1.7e-05,15300000000.0,0.0244,-11.19,3.001,1.559
3e-13,1.5e-13,7.5e-13,2.8e-10,1.5e-09,1.9e-05,14900000000.0,0.0272,-10.2,3.066,1.387
3e-13,1.5e-13,7.5e-13,2.8e-10,1.5e-09,2e-05,14700000000.0,0.0286,-9.82,3.108,1.283
3e-13,1.5e-13,7.5e-13,2.8e-10,1.5e-09,2.1e-05,14600000000.0,0.03,-9.49,3.156,1.168
3e-13,1.5e-13,7.5e-13,2.8e-10,1.5e-09,2.2e-05,14200000000.0,0.0313,-9.21,3.208,1.045
3e-13,1.5e-13,7.5e-13,2.8e-10,1.5e-09,2.3e-05,14000000000.0,0.0327,-8.97,3.263,0.915
3e-13,1.5e-13,7.5e-13,2.8e-10,5e-10,1.8e-05,15100000000.0,0.0258,-10.79,3.053,1.48
3e-13,1.5e-13,7.5e-13,2.8e-10,5e-10,1.2e-05,16600000000.0,0.0175,-16.04,3.107,1.677
3e-13,1.5e-13,7.5e-13,2.8e-10,5e-10,1.3e-05,16500000000.0,0.0189,-14.73,3.058,1.7
3e-13,1.5e-13,7.5e-13,2.8e-10,5e-10,1.4e-05,16300000000.0,0.0202,-13.63,3.029,1.697
3e-13,1.5e-13,7.5e-13,2.8e-10,5e-10,1.5e-05,15900000000.0,0.0216,-12.72,3.017,1.67
3e-13,1.5e-13,7.5e-13,2.8e-10,5e-10,1.6e-05,15600000000.0,0.023,-11.96,3.018,1.623
3e-13,1.5e-13,7.5e-13,2.8e-10,5e-10,1.7e-05,15300000000.0,0.0244,-11.32,3.03,1.559
3e-13,1.5e-13,7.5e-13,2.8e-10,5e-10,1.9e-05,14900000000.0,0.0272,-10.34,3.083,1.387
3e-13,1.5e-13,7.5e-13,2.8e-10,5e-10,2e-05,14700000000.0,0.0286,-9.95,3.12,1.283
3e-13,1.5e-13,7.5e-13,2.8e-10,5e-10,2.1e-05,14600000000.0,0.03,-9.62,3.163,1.168
3e-13,1.5e-13,7.5e-13,2.8e-10,5e-10,2.2e-05,14200000000.0,0.0313,-9.34,3.211,1.045
3e-13,1.5e-13,7.5e-13,2.8e-10,5e-10,2.3e-05,14000000000.0,0.0327,-9.09,3.262,0.915
3e-13,1.5e-13,7.5e-13,2.8e-10,2.5e-09,1.8e-05,15100000000.0,0.0258,-10.6,3.034,1.48
3e-13,1.5e-13,7.5e-13,2.8e-10,2.5e-09,1.2e-05,16600000000.0,0.0175,-16.46,3.027,1.677
3e-13,1.5e-13,7.5e-13,2.8e-10,2.5e-09,1.3e-05,16500000000.0,0.0189,-14.8,2.992,1.7
3e-13,1.5e-13,7.5e-13,2.8e-10,2.5e-09,1.4e-05,16300000000.0,0.0202,-13.54,2.975,1.697
3e-13,1.5e-13,7.5e-13,2.8e-10,2.5e-09,1.5e-05,15900000000.0,0.0216,-12.56,2.973,1.67
3e-13,1.5e-13,7.5e-13,2.8e-10,2.5e-09,1.6e-05,15600000000.0,0.023,-11.78,2.984,1.623
3e-13,1.5e-13,7.5e-13,2.8e-10,2.5e-09,1.7e-05,15300000000.0,0.0244,-11.13,3.004,1.559
3e-13,1.5e-13,7.5e-13,2.8e-10,2.5e-09,1.9e-05,14900000000.0,0.0272,-10.15,3.071,1.387
3e-13,1.5e-13,7.5e-13,2.8e-10,2.5e-09,2e-05,14700000000.0,0.0286,-9.77,3.114,1.283
3e-13,1.5e-13,7.5e-13,2.8e-10,2.5e-09,2.1e-05,14600000000.0,0.03,-9.44,3.163,1.168
3e-13,1.5e-13,7.5e-13,2.8e-10,2.5e-09,2.2e-05,14200000000.0,0.0313,-9.17,3.216,1.045
3e-13,1.5e-13,7.5e-13,2.8e-10,2.5e-09,2.3e-05,14000000000.0,0.0327,-8.93,3.272,0.915
3e-13,1.5e-13,7.5e-13,2.8e-10,3.5e-09,1.8e-05,15100000000.0,0.0258,-10.57,3.037,1.48
3e-13,1.5e-13,7.5e-13,2.8e-10,3.5e-09,1.2e-05,16600000000.0,0.0175,-16.41,3.026,1.677
3e-13,1.5e-13,7.5e-13,2.8e-10,3.5e-09,1.3e-05,16500000000.0,0.0189,-14.75,2.992,1.7
3e-13,1.5e-13,7.5e-13,2.8e-10,3.5e-09,1.4e-05,16300000000.0,0.0202,-13.51,2.976,1.697
3e-13,1.5e-13,7.5e-13,2.8e-10,3.5e-09,1.5e-05,15900000000.0,0.0216,-12.53,2.974,1.67
3e-13,1.5e-13,7.5e-13,2.8e-10,3.5e-09,1.6e-05,15600000000.0,0.023,-11.75,2.985,1.623
3e-13,1.5e-13,7.5e-13,2.8e-10,3.5e-09,1.7e-05,15300000000.0,0.0244,-11.1,3.007,1.559
3e-13,1.5e-13,7.5e-13,2.8e-10,3.5e-09,1.9e-05,14900000000.0,0.0272,-10.12,3.074,1.387
3e-13,1.5e-13,7.5e-13,2.8e-10,3.5e-09,2e-05,14700000000.0,0.0286,-9.75,3.118,1.283
3e-13,1.5e-13,7.5e-13,2.8e-10,3.5e-09,2.1e-05,14600000000.0,0.03,-9.42,3.167,1.168
3e-13,1.5e-13,7.5e-13,2.8e-10,3.5e-09,2.2e-05,14200000000.0,0.0313,-9.15,3.22,1.045
3e-13,1.5e-13,7.5e-13,2.8e-10,3.5e-09,2.3e-05,14000000000.0,0.0327,-8.91,3.276,0.915
3e-13,1.5e-13,7.5e-13,2.8e-10,4.5e-09,1.8e-05,15100000000.0,0.0258,-10.56,3.038,1.48
3e-13,1.5e-13,7.5e-13,2.8e-10,4.5e-09,1.2e-05,16600000000.0,0.0175,-16.38,3.026,1.677
3e-13,1.5e-13,7.5e-13,2.8e-10,4.5e-09,1.3e-05,16500000000.0,0.0189,-14.73,2.992,1.7
3e-13,1.5e-13,7.5e-13,2.8e-10,4.5e-09,1.4e-05,16300000000.0,0.0202,-13.48,2.976,1.697
3e-13,1.5e-13,7.5e-13,2.8e-10,4.5e-09,1.5e-05,15900000000.0,0.0216,-12.51,2.975,1.67
3e-13,1.5e-13,7.5e-13,2.8e-10,4.5e-09,1.6e-05,15600000000.0,0.023,-11.73,2.986,1.623
3e-13,1.5e-13,7.5e-13,2.8e-10,4.5e-09,1.7e-05,15300000000.0,0.0244,-11.09,3.008,1.559
3e-13,1.5e-13,7.5e-13,2.8e-10,4.5e-09,1.9e-05,14900000000.0,0.0272,-10.11,3.076,1.387
3e-13,1.5e-13,7.5e-13,2.8e-10,4.5e-09,2e-05,14700000000.0,0.0286,-9.73,3.12,1.283
3e-13,1.5e-13,7.5e-13,2.8e-10,4.5e-09,2.1e-05,14600000000.0,0.03,-9.41,3.169,1.168
3e-13,1.5e-13,7.5e-13,2.8e-10,4.5e-09,2.2e-05,14200000000.0,0.0313,-9.14,3.222,1.045
3e-13,1.5e-13,7.5e-13,2.8e-10,4.5e-09,2.3e-05,14000000000.0,0.0327,-8.9,3.279,0.915
3e-13,1.5e-13,7.5e-13,2.8e-10,5.5e-09,1.8e-05,15100000000.0,0.0258,-10.55,3.04,1.48
3e-13,1.5e-13,7.5e-13,2.8e-10,5.5e-09,1.2e-05,16600000000.0,0.0175,-16.36,3.026,1.677
3e-13,1.5e-13,7.5e-13,2.8e-10,5.5e-09,1.3e-05,16500000000.0,0.0189,-14.71,2.992,1.7
3e-13,1.5e-13,7.5e-13,2.8e-10,5.5e-09,1.4e-05,16300000000.0,0.0202,-13.47,2.976,1.697
3e-13,1.5e-13,7.5e-13,2.8e-10,5.5e-09,1.5e-05,15900000000.0,0.0216,-12.49,2.976,1.67
3e-13,1.5e-13,7.5e-13,2.8e-10,5.5e-09,1.6e-05,15600000000.0,0.023,-11.71,2.987,1.623
3e-13,1.5e-13,7.5e-13,2.8e-10,5.5e-09,1.7e-05,15300000000.0,0.0244,-11.08,3.009,1.559
3e-13,1.5e-13,7.5e-13,2.8e-10,5.5e-09,1.9e-05,14900000000.0,0.0272,-10.1,3.077,1.387
3e-13,1.5e-13,7.5e-13,2.8e-10,5.5e-09,2e-05,14700000000.0,0.0286,-9.72,3.121,1.283
3e-13,1.5e-13,7.5e-13,2.8e-10,5.5e-09,2.1e-05,14600000000.0,0.03,-9.4,3.171,1.168
3e-13,1.5e-13,7.5e-13,2.8e-10,5.5e-09,2.2e-05,14200000000.0,0.0313,-9.13,3.224,1.045
3e-13,1.5e-13,7.5e-13,2.8e-10,5.5e-09,2.3e-05,14000000000.0,0.0327,-8.89,3.281,0.915
3e-13,1.5e-13,7.5e-13,3.8e-10,1.5e-09,1.8e-05,15100000000.0,0.0258,-10.23,3.03,0.656
3e-13,1.5e-13,7.5e-13,3.8e-10,1.5e-09,1.2e-05,16700000000.0,0.0175,-15.78,3.033,0.751
3e-13,1.5e-13,7.5e-13,3.8e-10,1.5e-09,1.3e-05,16300000000.0,0.0189,-14.23,2.995,0.791
3e-13,1.5e-13,7.5e-13,3.8e-10,1.5e-09,1.4e-05,16000000000.0,0.0202,-13.05,2.976,0.804
3e-13,1.5e-13,7.5e-13,3.8e-10,1.5e-09,1.5e-05,15700000000.0,0.0216,-12.12,2.973,0.794
3e-13,1.5e-13,7.5e-13,3.8e-10,1.5e-09,1.6e-05,15500000000.0,0.023,-11.36,2.982,0.764
3e-13,1.5e-13,7.5e-13,3.8e-10,1.5e-09,1.7e-05,15300000000.0,0.0244,-10.74,3.001,0.718
3e-13,1.5e-13,7.5e-13,3.8e-10,1.5e-09,1.9e-05,14900000000.0,0.0272,-9.79,3.066,0.581
3e-13,1.5e-13,7.5e-13,3.8e-10,1.5e-09,2e-05,14600000000.0,0.0286,-9.43,3.108,0.495
3e-13,1.5e-13,7.5e-13,3.8e-10,1.5e-09,2.1e-05,14300000000.0,0.03,-9.11,3.156,0.398
3e-13,1.5e-13,7.5e-13,3.8e-10,1.5e-09,2.2e-05,14000000000.0,0.0313,-8.84,3.208,0.292
3e-13,1.5e-13,7.5e-13,3.8e-10,1.5e-09,2.3e-05,13800000000.0,0.0327,-8.61,3.263,0.178
3e-13,1.5e-13,7.5e-13,3.8e-10,5e-10,1.8e-05,15100000000.0,0.0258,-10.36,3.053,0.656
3e-13,1.5e-13,7.5e-13,3.8e-10,5e-10,1.2e-05,16700000000.0,0.0175,-15.43,3.107,0.751
3e-13,1.5e-13,7.5e-13,3.8e-10,5e-10,1.3e-05,16300000000.0,0.0189,-14.15,3.058,0.791
3e-13,1.5e-13,7.5e-13,3.8e-10,5e-10,1.4e-05,16000000000.0,0.0202,-13.09,3.029,0.804
3e-13,1.5e-13,7.5e-13,3.8e-10,5e-10,1.5e-05,15700000000.0,0.0216,-12.21,3.017,0.794
3e-13,1.5e-13,7.5e-13,3.8e-10,5e-10,1.6e-05,15500000000.0,0.023,-11.48,3.018,0.764
3e-13,1.5e-13,7.5e-13,3.8e-10,5e-10,1.7e-05,15300000000.0,0.0244,-10.87,3.03,0.718
3e-13,1.5e-13,7.5e-13,3.8e-10,5e-10,1.9e-05,14900000000.0,0.0272,-9.92,3.083,0.581
3e-13,1.5e-13,7.5e-13,3.8e-10,5e-10,2e-05,14600000000.0,0.0286,-9.55,3.12,0.495
3e-13,1.5e-13,7.5e-13,3.8e-10,5e-10,2.1e-05,14300000000.0,0.03,-9.23,3.163,0.398
3e-13,1.5e-13,7.5e-13,3.8e-10,5e-10,2.2e-05,14000000000.0,0.0313,-8.96,3.211,0.292
3e-13,1.5e-13,7.5e-13,3.8e-10,5e-10,2.3e-05,13800000000.0,0.0327,-8.73,3.262,0.178
3e-13,1.5e-13,7.5e-13,3.8e-10,2.5e-09,1.8e-05,15100000000.0,0.0258,-10.18,3.034,0.656
3e-13,1.5e-13,7.5e-13,3.8e-10,2.5e-09,1.2e-05,16700000000.0,0.0175,-15.71,3.027,0.751
3e-13,1.5e-13,7.5e-13,3.8e-10,2.5e-09,1.3e-05,16300000000.0,0.0189,-14.16,2.992,0.791
3e-13,1.5e-13,7.5e-13,3.8e-10,2.5e-09,1.4e-05,16000000000.0,0.0202,-12.98,2.975,0.804
3e-13,1.5e-13,7.5e-13,3.8e-10,2.5e-09,1.5e-05,15700000000.0,0.0216,-12.05,2.973,0.794
3e-13,1.5e-13,7.5e-13,3.8e-10,2.5e-09,1.6e-05,15500000000.0,0.023,-11.31,2.984,0.764
3e-13,1.5e-13,7.5e-13,3.8e-10,2.5e-09,1.7e-05,15300000000.0,0.0244,-10.69,3.004,0.718
3e-13,1.5e-13,7.5e-13,3.8e-10,2.5e-09,1.9e-05,14900000000.0,0.0272,-9.75,3.071,0.581
3e-13,1.5e-13,7.5e-13,3.8e-10,2.5e-09,2e-05,14600000000.0,0.0286,-9.38,3.114,0.495
3e-13,1.5e-13,7.5e-13,3.8e-10,2.5e-09,2.1e-05,14300000000.0,0.03,-9.07,3.163,0.398
3e-13,1.5e-13,7.5e-13,3.8e-10,2.5e-09,2.2e-05,14000000000.0,0.0313,-8.8,3.216,0.292
