L1p,L1s,L3p,L3s,Lm,WN1,WN2,DCPowerConsumption,S11,S22,PowerGain,DrainEfficiency,PAE,PSAT
5e-10,5e-10,1.1e-09,5e-10,1e-10,1.6e-05,3.5e-05,0.0405,-2.856,-5.05,10.21,0.945,0.404,0.408
5e-10,5e-10,1.1e-09,5e-10,1e-10,2.1e-05,2.5e-05,0.0357,-5.412,-11.94,17.77,2.149,1.749,3.789
5e-10,5e-10,1.1e-09,5e-10,1e-10,2.1e-05,1.5e-05,0.0301,-5.371,-2.24,18.74,1.11,0.954,0.88
5e-10,5e-10,1.1e-09,5e-10,1e-10,2.1e-05,2e-05,0.0329,-5.315,-6.54,19.6,2.049,1.705,3.556
5e-10,5e-10,1.1e-09,5e-10,1e-10,2.1e-05,3e-05,0.0384,-5.516,-7.04,14.31,1.738,1.204,2.929
5e-10,5e-10,1.1e-09,5e-10,1e-10,2.1e-05,3.5e-05,0.0412,-5.6,-4.87,10.93,1.127,0.572,1.143
5e-10,5e-10,1.1e-09,5e-10,1.5e-10,1.6e-05,2.5e-05,0.0349,-2.875,-16.05,18.08,2.121,1.664,3.72
5e-10,5e-10,1.1e-09,5e-10,1.5e-10,1.6e-05,1e-05,0.0266,-3.839,-1.19,22.7,0.384,0.308,-3.839
5e-10,5e-10,1.1e-09,5e-10,1.5e-10,1.6e-05,1.5e-05,0.0293,-3.222,-3.12,22.71,1.139,1.03,0.973
5e-10,5e-10,1.1e-09,5e-10,1.5e-10,1.6e-05,2e-05,0.0321,-2.938,-8.41,21.1,2.036,1.745,3.514
5e-10,5e-10,1.1e-09,5e-10,1.5e-10,1.6e-05,3e-05,0.0377,-2.858,-8.23,14.19,1.607,1.013,2.594
5e-10,5e-10,1.1e-09,5e-10,1.5e-10,1.6e-05,3.5e-05,0.0404,-2.849,-5.6,10.57,0.937,0.412,0.366
5e-10,5e-10,1.1e-09,5e-10,1.5e-10,2.1e-05,2.5e-05,0.0357,-5.573,-13.36,17.94,2.169,1.761,3.821
5e-10,5e-10,1.1e-09,5e-10,1.5e-10,2.1e-05,1.5e-05,0.0301,-5.435,-2.3,19.12,1.07,0.955,0.712
5e-10,5e-10,1.1e-09,5e-10,1.5e-10,2.1e-05,2e-05,0.0329,-5.43,-6.82,19.87,2.018,1.697,3.482
5e-10,5e-10,1.1e-09,5e-10,1.5e-10,2.1e-05,3e-05,0.0384,-5.699,-7.75,14.5,1.757,1.215,2.968
5e-10,5e-10,1.1e-09,5e-10,1.5e-10,2.1e-05,3.5e-05,0.0412,-5.798,-5.36,11.16,1.139,0.586,1.184
5e-10,5e-10,1.1e-09,5e-10,2e-10,1.6e-05,2.5e-05,0.0349,-2.872,-18.72,18.25,2.11,1.647,3.691
5e-10,5e-10,1.1e-09,5e-10,2e-10,1.6e-05,1e-05,0.0266,-4.028,-1.25,23.18,0.393,0.31,-3.744
5e-10,5e-10,1.1e-09,5e-10,2e-10,1.6e-05,1.5e-05,0.0293,-3.206,-3.16,23.03,1.115,1.023,0.871
5e-10,5e-10,1.1e-09,5e-10,2e-10,1.6e-05,2e-05,0.0321,-2.925,-8.38,21.28,1.996,1.727,3.421
5e-10,5e-10,1.1e-09,5e-10,2e-10,1.6e-05,3e-05,0.0376,-2.859,-9.17,14.42,1.583,0.99,2.523
5e-10,5e-10,1.1e-09,5e-10,2e-10,1.6e-05,3.5e-05,0.0404,-2.852,-6.2,10.87,0.912,0.407,0.245
5e-10,5e-10,1.1e-09,5e-10,2e-10,2.1e-05,2.5e-05,0.0356,-5.775,-15.04,18.03,2.16,1.752,3.798
5e-10,5e-10,1.1e-09,5e-10,2e-10,2.1e-05,1.5e-05,0.0301,-5.518,-2.36,19.47,1.057,0.956,0.651
5e-10,5e-10,1.1e-09,5e-10,2e-10,2.1e-05,2e-05,0.0329,-5.583,-7.05,20.06,1.973,1.674,3.379
5e-10,5e-10,1.1e-09,5e-10,2e-10,2.1e-05,3e-05,0.0384,-5.925,-8.54,14.61,1.758,1.206,2.963
5e-10,5e-10,1.1e-09,5e-10,2e-10,2.1e-05,3.5e-05,0.0411,-6.039,-5.9,11.3,1.133,0.583,1.154
5e-10,5e-10,1.1e-09,5e-10,2.5e-10,1.6e-05,2.5e-05,0.0349,-2.88,-21.92,18.38,2.086,1.617,3.64
5e-10,5e-10,1.1e-09,5e-10,2.5e-10,1.6e-05,1e-05,0.0265,-4.244,-1.31,23.6,0.395,0.31,-3.73
5e-10,5e-10,1.1e-09,5e-10,2.5e-10,1.6e-05,1.5e-05,0.0293,-3.19,-3.16,23.29,1.082,1.001,0.734
5e-10,5e-10,1.1e-09,5e-10,2.5e-10,1.6e-05,2e-05,0.0321,-2.922,-8.19,21.41,1.929,1.684,3.271
5e-10,5e-10,1.1e-09,5e-10,2.5e-10,1.6e-05,3e-05,0.0376,-2.873,-10.22,14.61,1.544,0.948,2.412
5e-10,5e-10,1.1e-09,5e-10,2.5e-10,1.6e-05,3.5e-05,0.0404,-2.868,-6.85,11.11,0.878,0.389,0.079
5e-10,5e-10,1.1e-09,5e-10,2.5e-10,2.1e-05,2.5e-05,0.0356,-6.026,-16.97,18.04,2.143,1.734,3.762
5e-10,5e-10,1.1e-09,5e-10,2.5e-10,2.1e-05,1e-05,0.0274,-5.958,-1.0,17.49,0.362,0.287,-4.094
5e-10,5e-10,1.1e-09,5e-10,2.5e-10,2.1e-05,1.5e-05,0.0301,-5.628,-2.42,19.78,1.033,0.939,0.547
5e-10,5e-10,1.1e-09,5e-10,2.5e-10,2.1e-05,2e-05,0.0329,-5.782,-7.21,20.18,1.909,1.63,3.234
5e-10,5e-10,1.1e-09,5e-10,2.5e-10,2.1e-05,3e-05,0.0384,-6.197,-9.44,14.63,1.742,1.176,2.916
5e-10,5e-10,1.1e-09,5e-10,2.5e-10,2.1e-05,3.5e-05,0.0411,-6.327,-6.5,11.36,1.112,0.56,1.068
5e-10,5e-10,1.1e-09,7e-10,5e-11,1.6e-05,2.5e-05,0.0382,-2.899,-23.27,17.81,1.92,1.498,3.108
5e-10,5e-10,1.1e-09,7e-10,5e-11,1.6e-05,1.5e-05,0.0326,-3.257,-2.03,20.68,0.94,0.787,-0.03
5e-10,5e-10,1.1e-09,7e-10,5e-11,1.6e-05,2e-05,0.0354,-2.982,-6.22,20.09,1.82,1.501,2.857
5e-10,5e-10,1.1e-09,7e-10,5e-11,1.6e-05,3e-05,0.041,-2.879,-7.28,13.67,1.517,0.948,2.164
5e-10,5e-10,1.1e-09,7e-10,5e-11,1.6e-05,3.5e-05,0.0437,-2.869,-4.4,9.66,0.914,0.378,0.084
5e-10,5e-10,1.1e-09,7e-10,5e-11,2.1e-05,2.5e-05,0.0389,-5.27,-19.25,17.82,1.955,1.567,3.189
5e-10,5e-10,1.1e-09,7e-10,5e-11,2.1e-05,1.5e-05,0.0334,-5.32,-1.51,17.0,0.897,0.714,-0.218
5e-10,5e-10,1.1e-09,7e-10,5e-11,2.1e-05,2e-05,0.0362,-5.208,-4.96,18.75,1.815,1.459,2.852
5e-10,5e-10,1.1e-09,7e-10,5e-11,2.1e-05,3e-05,0.0417,-5.37,-7.29,14.22,1.615,1.106,2.423
5e-10,5e-10,1.1e-09,7e-10,5e-11,2.1e-05,3.5e-05,0.0445,-5.443,-4.35,10.52,1.063,0.527,0.71
5e-10,5e-10,1.1e-09,7e-10,1e-10,1.6e-05,2.5e-05,0.0382,-2.879,-29.53,18.0,1.91,1.492,3.079
5e-10,5e-10,1.1e-09,7e-10,1e-10,1.6e-05,1.5e-05,0.0326,-3.245,-2.1,21.11,0.903,0.782,-0.213
5e-10,5e-10,1.1e-09,7e-10,1e-10,1.6e-05,2e-05,0.0354,-2.954,-6.3,20.36,1.745,1.461,2.666
5e-10,5e-10,1.1e-09,7e-10,1e-10,1.6e-05,3e-05,0.0409,-2.863,-7.92,13.95,1.516,0.954,2.158
5e-10,5e-10,1.1e-09,7e-10,1e-10,1.6e-05,3.5e-05,0.0437,-2.854,-4.81,10.05,0.916,0.395,0.09
5e-10,5e-10,1.1e-09,7e-10,1e-10,2.1e-05,2.5e-05,0.0389,-5.397,-23.32,17.99,1.944,1.567,3.157
5e-10,5e-10,1.1e-09,7e-10,1e-10,2.1e-05,1.5e-05,0.0334,-5.366,-1.55,17.43,0.856,0.714,-0.43
5e-10,5e-10,1.1e-09,7e-10,1e-10,2.1e-05,2e-05,0.0362,-5.291,-5.14,19.07,1.729,1.413,2.633
5e-10,5e-10,1.1e-09,7e-10,1e-10,2.1e-05,3e-05,0.0417,-5.519,-7.85,14.43,1.631,1.122,2.461
5e-10,5e-10,1.1e-09,7e-10,1e-10,2.1e-05,3.5e-05,0.0444,-5.606,-4.72,10.79,1.079,0.55,0.772
5e-10,5e-10,1.1e-09,7e-10,1.5e-10,1.6e-05,2.5e-05,0.0381,-2.866,-27.97,18.14,1.913,1.48,3.078
5e-10,5e-10,1.1e-09,7e-10,1.5e-10,1.6e-05,1.5e-05,0.0326,-3.23,-2.15,21.49,0.871,0.774,-0.373
5e-10,5e-10,1.1e-09,7e-10,1.5e-10,1.6e-05,2e-05,0.0354,-2.932,-6.26,20.56,1.699,1.439,2.544
5e-10,5e-10,1.1e-09,7e-10,1.5e-10,1.6e-05,3e-05,0.0409,-2.855,-8.63,14.2,1.504,0.943,2.117
5e-10,5e-10,1.1e-09,7e-10,1.5e-10,1.6e-05,3.5e-05,0.0437,-2.848,-5.28,10.39,0.906,0.402,0.039
5e-10,5e-10,1.1e-09,7e-10,1.5e-10,2.1e-05,2.5e-05,0.0389,-5.562,-30.32,18.08,1.951,1.567,3.165
5e-10,5e-10,1.1e-09,7e-10,1.5e-10,2.1e-05,1.5e-05,0.0334,-5.427,-1.59,17.82,0.819,0.712,-0.632
5e-10,5e-10,1.1e-09,7e-10,1.5e-10,2.1e-05,2e-05,0.0361,-5.404,-5.29,19.32,1.678,1.388,2.495
5e-10,5e-10,1.1e-09,7e-10,1.5e-10,2.1e-05,3e-05,0.0417,-5.706,-8.48,14.57,1.643,1.125,2.484
5e-10,5e-10,1.1e-09,7e-10,1.5e-10,2.1e-05,3.5e-05,0.0444,-5.806,-5.14,11.0,1.087,0.561,0.798
5e-10,5e-10,1.1e-09,7e-10,2e-10,1.6e-05,2.5e-05,0.0381,-2.862,-22.48,18.24,1.894,1.459,3.03
5e-10,5e-10,1.1e-09,7e-10,2e-10,1.6e-05,1.5e-05,0.0326,-3.212,-2.17,21.8,0.847,0.765,-0.502
5e-10,5e-10,1.1e-09,7e-10,2e-10,1.6e-05,2e-05,0.0354,-2.916,-6.11,20.71,1.652,1.41,2.417
5e-10,5e-10,1.1e-09,7e-10,2e-10,1.6e-05,3e-05,0.0409,-2.856,-9.41,14.4,1.478,0.917,2.039
5e-10,5e-10,1.1e-09,7e-10,2e-10,1.6e-05,3.5e-05,0.0436,-2.851,-5.81,10.68,0.883,0.396,-0.077
5e-10,5e-10,1.1e-09,7e-10,2e-10,2.1e-05,2.5e-05,0.0389,-5.77,-32.15,18.11,1.932,1.553,3.12
5e-10,5e-10,1.1e-09,7e-10,2e-10,2.1e-05,1.5e-05,0.0334,-5.507,-1.63,18.17,0.804,0.709,-0.719
5e-10,5e-10,1.1e-09,7e-10,2e-10,2.1e-05,2e-05,0.0361,-5.555,-5.38,19.49,1.626,1.36,2.355
5e-10,5e-10,1.1e-09,7e-10,2e-10,2.1e-05,3e-05,0.0416,-5.936,-9.17,14.64,1.639,1.111,2.467
5e-10,5e-10,1.1e-09,7e-10,2e-10,2.1e-05,3.5e-05,0.0444,-6.049,-5.61,11.14,1.08,0.556,0.765
5e-10,5e-10,1.1e-09,7e-10,2.5e-10,1.6e-05,2.5e-05,0.0381,-2.871,-18.97,18.3,1.869,1.427,2.973
5e-10,5e-10,1.1e-09,7e-10,2.5e-10,1.6e-05,1.5e-05,0.0326,-3.193,-2.17,22.06,0.819,0.747,-0.653
5e-10,5e-10,1.1e-09,7e-10,2.5e-10,1.6e-05,2e-05,0.0353,-2.912,-5.88,20.8,1.587,1.364,2.24
5e-10,5e-10,1.1e-09,7e-10,2.5e-10,1.6e-05,3e-05,0.0409,-2.87,-10.28,14.56,1.441,0.879,1.926
5e-10,5e-10,1.1e-09,7e-10,2.5e-10,1.6e-05,3.5e-05,0.0436,-2.868,-6.38,10.92,0.853,0.38,-0.225
5e-10,5e-10,1.1e-09,7e-10,2.5e-10,2.1e-05,2.5e-05,0.0389,-6.028,-24.53,18.05,1.914,1.532,3.08
5e-10,5e-10,1.1e-09,7e-10,2.5e-10,2.1e-05,1.5e-05,0.0334,-5.613,-1.67,18.48,0.782,0.693,-0.841
5e-10,5e-10,1.1e-09,7e-10,2.5e-10,2.1e-05,2e-05,0.0361,-5.754,-5.41,19.58,1.563,1.319,2.184
5e-10,5e-10,1.1e-09,7e-10,2.5e-10,2.1e-05,3e-05,0.0416,-6.212,-9.95,14.63,1.619,1.08,2.411
5e-10,5e-10,1.1e-09,7e-10,2.5e-10,2.1e-05,3.5e-05,0.0443,-6.338,-6.14,11.19,1.062,0.536,0.687
5e-10,5e-10,1.1e-09,8e-10,5e-11,1.6e-05,2.5e-05,0.0396,-2.896,-25.75,17.8,1.801,1.397,2.737
5e-10,5e-10,1.1e-09,8e-10,5e-11,1.6e-05,1.5e-05,0.034,-3.26,-1.76,20.17,0.849,0.701,-0.561
5e-10,5e-10,1.1e-09,8e-10,5e-11,1.6e-05,2e-05,0.0368,-2.981,-5.57,19.85,1.688,1.382,2.438
5e-10,5e-10,1.1e-09,8e-10,5e-11,1.6e-05,3e-05,0.0423,-2.878,-6.92,13.56,1.428,0.881,1.812
5e-10,5e-10,1.1e-09,8e-10,5e-11,1.6e-05,3.5e-05,0.0451,-2.869,-4.05,9.43,0.868,0.355,-0.227
5e-10,5e-10,1.1e-09,8e-10,5e-11,2.1e-05,2.5e-05,0.0403,-5.263,-29.64,17.85,1.833,1.462,2.816
5e-10,5e-10,1.1e-09,8e-10,5e-11,2.1e-05,1.5e-05,0.0348,-5.319,-1.3,16.47,0.811,0.634,-0.748
5e-10,5e-10,1.1e-09,8e-10,5e-11,2.1e-05,2e-05,0.0376,-5.201,-4.48,18.49,1.683,1.34,2.434
5e-10,5e-10,1.1e-09,8e-10,5e-11,2.1e-05,3e-05,0.0431,-5.371,-7.04,14.14,1.519,1.028,2.067
5e-10,5e-10,1.1e-09,8e-10,5e-11,2.1e-05,3.5e-05,0.0459,-5.445,-4.03,10.3,1.005,0.489,0.38
5e-10,5e-10,1.1e-09,8e-10,1e-10,1.6e-05,2.5e-05,0.0395,-2.875,-22.14,17.96,1.789,1.386,2.699
5e-10,5e-10,1.1e-09,8e-10,1e-10,1.6e-05,1.5e-05,0.034,-3.248,-1.82,20.6,0.813,0.696,-0.754
5e-10,5e-10,1.1e-09,8e-10,1e-10,1.6e-05,2e-05,0.0368,-2.953,-5.61,20.11,1.609,1.338,2.223
5e-10,5e-10,1.1e-09,8e-10,1e-10,1.6e-05,3e-05,0.0423,-2.862,-7.43,13.83,1.427,0.884,1.804
5e-10,5e-10,1.1e-09,8e-10,1e-10,1.6e-05,3.5e-05,0.0451,-2.854,-4.42,9.82,0.869,0.372,-0.221
5e-10,5e-10,1.1e-09,8e-10,1e-10,2.1e-05,2.5e-05,0.0403,-5.393,-39.09,17.98,1.819,1.458,2.774
5e-10,5e-10,1.1e-09,8e-10,1e-10,2.1e-05,1.5e-05,0.0348,-5.364,-1.34,16.89,0.771,0.633,-0.972
5e-10,5e-10,1.1e-09,8e-10,1e-10,2.1e-05,2e-05,0.0375,-5.282,-4.63,18.8,1.594,1.291,2.189
5e-10,5e-10,1.1e-09,8e-10,1e-10,2.1e-05,3e-05,0.0431,-5.522,-7.49,14.33,1.535,1.041,2.104
5e-10,5e-10,1.1e-09,8e-10,1e-10,2.1e-05,3.5e-05,0.0458,-5.609,-4.35,10.57,1.02,0.51,0.439
5e-10,5e-10,1.1e-09,8e-10,1.5e-10,1.6e-05,2.5e-05,0.0395,-2.862,-18.86,18.07,1.79,1.372,2.694
5e-10,5e-10,1.1e-09,8e-10,1.5e-10,1.6e-05,1.5e-05,0.034,-3.232,-1.86,20.98,0.782,0.688,-0.933
5e-10,5e-10,1.1e-09,8e-10,1.5e-10,1.6e-05,2e-05,0.0368,-2.929,-5.54,20.3,1.559,1.311,2.08
5e-10,5e-10,1.1e-09,8e-10,1.5e-10,1.6e-05,3e-05,0.0423,-2.854,-7.98,14.07,1.414,0.874,1.762
5e-10,5e-10,1.1e-09,8e-10,1.5e-10,1.6e-05,3.5e-05,0.0451,-2.848,-4.82,10.16,0.86,0.379,-0.271
5e-10,5e-10,1.1e-09,8e-10,1.5e-10,2.1e-05,2.5e-05,0.0403,-5.559,-25.96,18.05,1.824,1.454,2.777
5e-10,5e-10,1.1e-09,8e-10,1.5e-10,2.1e-05,1.5e-05,0.0348,-5.424,-1.38,17.28,0.735,0.63,-1.188
5e-10,5e-10,1.1e-09,8e-10,1.5e-10,2.1e-05,2e-05,0.0375,-5.394,-4.74,19.05,1.539,1.266,2.029
5e-10,5e-10,1.1e-09,8e-10,1.5e-10,2.1e-05,3e-05,0.043,-5.71,-7.99,14.45,1.545,1.042,2.125
5e-10,5e-10,1.1e-09,8e-10,1.5e-10,2.1e-05,3.5e-05,0.0458,-5.81,-4.72,10.78,1.027,0.521,0.464
5e-10,5e-10,1.1e-09,8e-10,2e-10,1.6e-05,2.5e-05,0.0395,-2.859,-16.44,18.15,1.77,1.351,2.644
5e-10,5e-10,1.1e-09,8e-10,2e-10,1.6e-05,1.5e-05,0.034,-3.213,-1.88,21.29,0.758,0.68,-1.074
5e-10,5e-10,1.1e-09,8e-10,2e-10,1.6e-05,2e-05,0.0367,-2.913,-5.38,20.43,1.513,1.281,1.943
5e-10,5e-10,1.1e-09,8e-10,2e-10,1.6e-05,3e-05,0.0423,-2.855,-8.59,14.26,1.39,0.854,1.685
5e-10,5e-10,1.1e-09,8e-10,2e-10,1.6e-05,3.5e-05,0.045,-2.852,-5.28,10.46,0.839,0.374,-0.379
5e-10,5e-10,1.1e-09,8e-10,2e-10,2.1e-05,2.5e-05,0.0403,-5.77,-20.92,18.05,1.804,1.439,2.729
5e-10,5e-10,1.1e-09,8e-10,2e-10,2.1e-05,1.5e-05,0.0348,-5.503,-1.41,17.64,0.719,0.626,-1.292
5e-10,5e-10,1.1e-09,8e-10,2e-10,2.1e-05,2e-05,0.0375,-5.546,-4.8,19.21,1.487,1.236,1.878
5e-10,5e-10,1.1e-09,8e-10,2e-10,2.1e-05,3e-05,0.043,-5.941,-8.53,14.51,1.539,1.028,2.106
5e-10,5e-10,1.1e-09,8e-10,2e-10,2.1e-05,3.5e-05,0.0458,-6.053,-5.13,10.91,1.02,0.519,0.433
5e-10,5e-10,1.1e-09,8e-10,2.5e-10,1.6e-05,2.5e-05,0.0395,-2.868,-14.62,18.19,1.748,1.321,2.591
5e-10,5e-10,1.1e-09,8e-10,2.5e-10,1.6e-05,1.5e-05,0.034,-3.194,-1.87,21.55,0.732,0.664,-1.231
5e-10,5e-10,1.1e-09,8e-10,2.5e-10,1.6e-05,2e-05,0.0367,-2.907,-5.16,20.5,1.451,1.236,1.761
5e-10,5e-10,1.1e-09,8e-10,2.5e-10,1.6e-05,3e-05,0.0422,-2.87,-9.25,14.42,1.356,0.823,1.575
5e-10,5e-10,1.1e-09,8e-10,2.5e-10,1.6e-05,3.5e-05,0.045,-2.869,-5.77,10.7,0.814,0.359,-0.514
5e-10,5e-10,1.1e-09,8e-10,2.5e-10,2.1e-05,2.5e-05,0.0403,-6.03,-17.84,17.97,1.788,1.419,2.693
5e-10,5e-10,1.1e-09,8e-10,2.5e-10,2.1e-05,1.5e-05,0.0348,-5.608,-1.44,17.95,0.698,0.611,-1.421
5e-10,5e-10,1.1e-09,8e-10,2.5e-10,2.1e-05,2e-05,0.0375,-5.745,-4.81,19.29,1.428,1.195,1.7
5e-10,5e-10,1.1e-09,8e-10,2.5e-10,2.1e-05,3e-05,0.043,-6.219,-9.12,14.5,1.52,1.0,2.048
5e-10,5e-10,1.1e-09,8e-10,2.5e-10,2.1e-05,3.5e-05,0.0457,-6.343,-5.58,10.97,1.005,0.507,0.362
5e-10,5e-10,1.2e-09,6e-10,5e-11,1.6e-05,2.5e-05,0.0367,-2.906,-11.1,17.39,1.877,1.457,3.104
5e-10,5e-10,1.2e-09,6e-10,5e-11,1.6e-05,1.5e-05,0.0311,-3.243,-3.08,22.1,1.24,1.062,1.25
5e-10,5e-10,1.2e-09,6e-10,5e-11,1.6e-05,2e-05,0.0339,-2.976,-10.05,20.82,1.994,1.678,3.328
5e-10,5e-10,1.2e-09,6e-10,5e-11,1.6e-05,3e-05,0.0395,-2.885,-5.47,13.0,1.393,0.842,1.895
5e-10,5e-10,1.2e-09,6e-10,5e-11,1.6e-05,3.5e-05,0.0423,-2.872,-3.74,9.1,0.815,0.314,-0.324
5e-10,5e-10,1.2e-09,6e-10,5e-11,2.1e-05,2.5e-05,0.0374,-5.298,-10.49,17.37,1.91,1.519,3.184
5e-10,5e-10,1.2e-09,6e-10,5e-11,2.1e-05,1.5e-05,0.0319,-5.315,-2.26,18.53,1.18,0.974,1.05
5e-10,5e-10,1.2e-09,6e-10,5e-11,2.1e-05,2e-05,0.0347,-5.225,-7.79,19.61,1.995,1.642,3.337
5e-10,5e-10,1.2e-09,6e-10,5e-11,2.1e-05,3e-05,0.0402,-5.378,-5.33,13.48,1.481,0.987,2.153
5e-10,5e-10,1.2e-09,6e-10,5e-11,2.1e-05,3.5e-05,0.043,-5.444,-3.65,9.92,0.95,0.44,0.319
5e-10,5e-10,1.2e-09,6e-10,1e-10,1.6e-05,2.5e-05,0.0367,-2.888,-12.42,17.66,1.896,1.476,3.141
5e-10,5e-10,1.2e-09,6e-10,1e-10,1.6e-05,1e-05,0.0283,-3.688,-1.05,22.1,0.381,0.309,-3.962
5e-10,5e-10,1.2e-09,6e-10,1e-10,1.6e-05,1.5e-05,0.0311,-3.23,-3.18,22.52,1.186,1.042,1.051
5e-10,5e-10,1.2e-09,6e-10,1e-10,1.6e-05,2e-05,0.0339,-2.951,-10.36,21.09,1.949,1.658,3.22
5e-10,5e-10,1.2e-09,6e-10,1e-10,1.6e-05,3e-05,0.0394,-2.869,-6.02,13.36,1.406,0.862,1.93
5e-10,5e-10,1.2e-09,6e-10,1e-10,1.6e-05,3.5e-05,0.0422,-2.857,-4.12,9.54,0.825,0.335,-0.273
5e-10,5e-10,1.2e-09,6e-10,1e-10,2.1e-05,2.5e-05,0.0374,-5.425,-11.53,17.6,1.93,1.547,3.221
5e-10,5e-10,1.2e-09,6e-10,1e-10,2.1e-05,1.5e-05,0.0319,-5.363,-2.32,18.94,1.119,0.961,0.813
5e-10,5e-10,1.2e-09,6e-10,1e-10,2.1e-05,2e-05,0.0346,-5.314,-8.16,19.91,1.939,1.615,3.206
5e-10,5e-10,1.2e-09,6e-10,1e-10,2.1e-05,3e-05,0.0402,-5.525,-5.79,13.76,1.508,1.017,2.224
5e-10,5e-10,1.2e-09,6e-10,1e-10,2.1e-05,3.5e-05,0.043,-5.604,-3.99,10.24,0.975,0.469,0.425
5e-10,5e-10,1.2e-09,6e-10,1.5e-10,1.6e-05,2.5e-05,0.0366,-2.876,-13.98,17.89,1.916,1.483,3.18
5e-10,5e-10,1.2e-09,6e-10,1.5e-10,1.6e-05,1e-05,0.0283,-3.847,-1.11,22.63,0.381,0.31,-3.966
5e-10,5e-10,1.2e-09,6e-10,1.5e-10,1.6e-05,1.5e-05,0.0311,-3.214,-3.24,22.87,1.14,1.031,0.872
5e-10,5e-10,1.2e-09,6e-10,1.5e-10,1.6e-05,2e-05,0.0339,-2.932,-10.39,21.31,1.932,1.657,3.177
5e-10,5e-10,1.2e-09,6e-10,1.5e-10,1.6e-05,3e-05,0.0394,-2.861,-6.63,13.67,1.405,0.865,1.921
5e-10,5e-10,1.2e-09,6e-10,1.5e-10,1.6e-05,3.5e-05,0.0422,-2.85,-4.54,9.93,0.823,0.346,-0.286
5e-10,5e-10,1.2e-09,6e-10,1.5e-10,2.1e-05,2.5e-05,0.0374,-5.588,-12.76,17.77,1.958,1.568,3.277
5e-10,5e-10,1.2e-09,6e-10,1.5e-10,2.1e-05,1.5e-05,0.0319,-5.427,-2.38,19.31,1.068,0.955,0.604
5e-10,5e-10,1.2e-09,6e-10,1.5e-10,2.1e-05,2e-05,0.0346,-5.434,-8.47,20.16,1.918,1.611,3.151
5e-10,5e-10,1.2e-09,6e-10,1.5e-10,2.1e-05,3e-05,0.0402,-5.707,-6.32,13.97,1.529,1.033,2.275
5e-10,5e-10,1.2e-09,6e-10,1.5e-10,2.1e-05,3.5e-05,0.0429,-5.801,-4.37,10.5,0.99,0.486,0.487
5e-10,5e-10,1.2e-09,6e-10,2e-10,1.6e-05,2.5e-05,0.0366,-2.874,-15.87,18.08,1.918,1.477,3.179
5e-10,5e-10,1.2e-09,6e-10,2e-10,1.6e-05,1e-05,0.0283,-4.037,-1.17,23.1,0.386,0.311,-3.914
5e-10,5e-10,1.2e-09,6e-10,2e-10,1.6e-05,1.5e-05,0.0311,-3.197,-3.27,23.18,1.109,1.019,0.748
5e-10,5e-10,1.2e-09,6e-10,2e-10,1.6e-05,2e-05,0.0338,-2.92,-10.16,21.48,1.905,1.647,3.111
5e-10,5e-10,1.2e-09,6e-10,2e-10,1.6e-05,3e-05,0.0394,-2.862,-7.32,13.95,1.389,0.851,1.868
5e-10,5e-10,1.2e-09,6e-10,2e-10,1.6e-05,3.5e-05,0.0422,-2.854,-5.01,10.26,0.807,0.346,-0.375
5e-10,5e-10,1.2e-09,6e-10,2e-10,2.1e-05,2.5e-05,0.0374,-5.792,-14.21,17.87,1.965,1.575,3.289
5e-10,5e-10,1.2e-09,6e-10,2e-10,2.1e-05,1.5e-05,0.0319,-5.511,-2.44,19.66,1.047,0.951,0.509
5e-10,5e-10,1.2e-09,6e-10,2e-10,2.1e-05,2e-05,0.0346,-5.591,-8.69,20.33,1.884,1.598,3.072
5e-10,5e-10,1.2e-09,6e-10,2e-10,2.1e-05,3e-05,0.0401,-5.932,-6.9,14.11,1.533,1.031,2.281
5e-10,5e-10,1.2e-09,6e-10,2e-10,2.1e-05,3.5e-05,0.0429,-6.041,-4.78,10.67,0.99,0.487,0.481
5e-10,5e-10,1.2e-09,6e-10,2.5e-10,1.6e-05,2.5e-05,0.0366,-2.884,-18.23,18.23,1.908,1.457,3.155
5e-10,5e-10,1.2e-09,6e-10,2.5e-10,1.6e-05,1e-05,0.0283,-4.253,-1.23,23.52,0.384,0.311,-3.942
5e-10,5e-10,1.2e-09,6e-10,2.5e-10,1.6e-05,1.5e-05,0.0311,-3.18,-3.25,23.42,1.077,0.998,0.617
5e-10,5e-10,1.2e-09,6e-10,2.5e-10,1.6e-05,2e-05,0.0338,-2.919,-9.74,21.6,1.858,1.618,3.001
5e-10,5e-10,1.2e-09,6e-10,2.5e-10,1.6e-05,3e-05,0.0394,-2.876,-8.07,14.17,1.364,0.823,1.783
5e-10,5e-10,1.2e-09,6e-10,2.5e-10,1.6e-05,3.5e-05,0.0421,-2.87,-5.5,10.53,0.784,0.334,-0.504
5e-10,5e-10,1.2e-09,6e-10,2.5e-10,2.1e-05,2.5e-05,0.0374,-6.043,-15.98,17.89,1.964,1.569,3.285
5e-10,5e-10,1.2e-09,6e-10,2.5e-10,2.1e-05,1.5e-05,0.0318,-5.623,-2.5,19.95,1.024,0.934,0.406
5e-10,5e-10,1.2e-09,6e-10,2.5e-10,2.1e-05,2e-05,0.0346,-5.794,-8.81,20.43,1.838,1.574,2.964
5e-10,5e-10,1.2e-09,6e-10,2.5e-10,2.1e-05,3e-05,0.0401,-6.203,-7.55,14.17,1.525,1.013,2.25
