C1,L,Vbias,W1,Wvar,idc,DCPowerConsumption,OscillationFrequency,TuningRange,OutputPower,PhaseNoise
9.5e-14,3.5e-10,0.9,4.4e-05,1.3e-05,0.0125,0.0148,27100000000.0,979000000.0,15.66,-100.7
9.5e-14,3.5e-10,0.9,4.4e-05,1.3e-05,0.015,0.0183,27000000000.0,881000000.0,15.66,-83.2
9.5e-14,3.5e-10,0.9,4.4e-05,1.4e-05,0.01,0.0114,27100000000.0,1050000000.0,15.52,-101.9
9.5e-14,3.5e-10,0.9,4.4e-05,1.4e-05,0.005,0.00527,30100000000.0,1180000000.0,14.59,-103.7
9.5e-14,3.5e-10,0.9,4.4e-05,1.4e-05,0.0075,0.00825,27100000000.0,1120000000.0,15.16,-101.9
9.5e-14,3.5e-10,0.9,4.4e-05,1.4e-05,0.0125,0.0148,26900000000.0,973000000.0,15.73,-96.51
9.5e-14,3.5e-10,0.9,4.4e-05,1.4e-05,0.015,0.0183,26800000000.0,801000000.0,15.72,-82.36
9.5e-14,3.5e-10,0.9,4.4e-05,1.5e-05,0.01,0.0114,26900000000.0,1040000000.0,15.59,-101.0
9.5e-14,3.5e-10,0.9,4.4e-05,1.5e-05,0.005,0.00527,29500000000.0,1170000000.0,14.59,-104.4
9.5e-14,3.5e-10,0.9,4.4e-05,1.5e-05,0.0075,0.00825,27000000000.0,1120000000.0,15.22,-101.8
9.5e-14,3.5e-10,0.9,4.4e-05,1.5e-05,0.0125,0.0148,26700000000.0,960000000.0,15.79,-95.75
9.5e-14,3.5e-10,0.9,4.4e-05,1.5e-05,0.015,0.0183,26700000000.0,723000000.0,15.76,-76.44
9.5e-14,3.5e-10,0.9,4.6e-05,1e-05,0.01,0.0114,27400000000.0,990000000.0,15.02,-101.7
9.5e-14,3.5e-10,0.9,4.6e-05,1e-05,0.005,0.00524,32100000000.0,1060000000.0,14.59,-98.24
9.5e-14,3.5e-10,0.9,4.6e-05,1e-05,0.0075,0.00821,27500000000.0,1030000000.0,14.61,-103.2
9.5e-14,3.5e-10,0.9,4.6e-05,1e-05,0.0125,0.0147,27300000000.0,952000000.0,15.27,-102.2
9.5e-14,3.5e-10,0.9,4.6e-05,1e-05,0.015,0.0182,27200000000.0,967000000.0,15.26,-84.27
9.5e-14,3.5e-10,0.9,4.6e-05,5e-06,0.01,0.0114,28700000000.0,738000000.0,14.59,-91.38
9.5e-14,3.5e-10,0.9,4.6e-05,5e-06,0.005,0.00524,38000000000.0,744000000.0,14.59,-92.82
9.5e-14,3.5e-10,0.9,4.6e-05,5e-06,0.0075,0.00821,28700000000.0,746000000.0,14.59,-92.47
9.5e-14,3.5e-10,0.9,4.6e-05,5e-06,0.0125,0.0147,28600000000.0,736000000.0,14.59,-96.83
9.5e-14,3.5e-10,0.9,4.6e-05,5e-06,0.015,0.0182,28500000000.0,798000000.0,14.59,-88.6
9.5e-14,3.5e-10,0.9,4.6e-05,6e-06,0.01,0.0114,28400000000.0,818000000.0,14.59,-92.68
9.5e-14,3.5e-10,0.9,4.6e-05,6e-06,0.005,0.00524,36200000000.0,836000000.0,14.59,-93.93
9.5e-14,3.5e-10,0.9,4.6e-05,6e-06,0.0075,0.00821,28400000000.0,832000000.0,14.59,-93.81
9.5e-14,3.5e-10,0.9,4.6e-05,6e-06,0.0125,0.0147,28300000000.0,813000000.0,14.62,-97.01
9.5e-14,3.5e-10,0.9,4.6e-05,6e-06,0.015,0.0182,28200000000.0,881000000.0,14.59,-86.46
9.5e-14,3.5e-10,0.9,4.6e-05,7e-06,0.01,0.0114,28200000000.0,876000000.0,14.59,-95.56
9.5e-14,3.5e-10,0.9,4.6e-05,7e-06,0.005,0.00524,35000000000.0,913000000.0,14.59,-94.91
9.5e-14,3.5e-10,0.9,4.6e-05,7e-06,0.0075,0.00821,28100000000.0,900000000.0,14.59,-96.09
9.5e-14,3.5e-10,0.9,4.6e-05,7e-06,0.0125,0.0147,28100000000.0,863000000.0,14.81,-100.2
9.5e-14,3.5e-10,0.9,4.6e-05,7e-06,0.015,0.0182,28000000000.0,924000000.0,14.73,-86.16
9.5e-14,3.5e-10,0.9,4.6e-05,8e-06,0.01,0.0114,28000000000.0,927000000.0,14.71,-96.07
9.5e-14,3.5e-10,0.9,4.6e-05,8e-06,0.005,0.00524,33600000000.0,976000000.0,14.59,-96.01
9.5e-14,3.5e-10,0.9,4.6e-05,8e-06,0.0075,0.00821,28000000000.0,956000000.0,14.59,-98.03
9.5e-14,3.5e-10,0.9,4.6e-05,8e-06,0.0125,0.0147,27800000000.0,908000000.0,14.99,-97.15
9.5e-14,3.5e-10,0.9,4.6e-05,8e-06,0.015,0.0182,27700000000.0,957000000.0,14.94,-85.03
9.5e-14,3.5e-10,0.9,4.6e-05,9e-06,0.01,0.0114,27700000000.0,963000000.0,14.87,-99.61
9.5e-14,3.5e-10,0.9,4.6e-05,9e-06,0.005,0.00524,32600000000.0,1030000000.0,14.59,-97.18
9.5e-14,3.5e-10,0.9,4.6e-05,9e-06,0.0075,0.00821,27800000000.0,1000000000.0,14.59,-100.4
9.5e-14,3.5e-10,0.9,4.6e-05,9e-06,0.0125,0.0147,27600000000.0,930000000.0,15.14,-102.1
9.5e-14,3.5e-10,0.9,4.6e-05,9e-06,0.015,0.0182,27500000000.0,973000000.0,15.12,-84.48
9.5e-14,3.5e-10,0.9,4.6e-05,1.1e-05,0.01,0.0114,27300000000.0,1010000000.0,15.14,-103.7
9.5e-14,3.5e-10,0.9,4.6e-05,1.1e-05,0.005,0.00524,31600000000.0,1090000000.0,14.59,-99.45
9.5e-14,3.5e-10,0.9,4.6e-05,1.1e-05,0.0075,0.00821,27300000000.0,1060000000.0,14.74,-104.4
9.5e-14,3.5e-10,0.9,4.6e-05,1.1e-05,0.0125,0.0147,27100000000.0,965000000.0,15.39,-101.0
9.5e-14,3.5e-10,0.9,4.6e-05,1.1e-05,0.015,0.0182,27000000000.0,951000000.0,15.39,-83.91
9.5e-14,3.5e-10,0.9,4.6e-05,1.2e-05,0.01,0.0114,27100000000.0,1020000000.0,15.25,-104.2
9.5e-14,3.5e-10,0.9,4.6e-05,1.2e-05,0.005,0.00524,31000000000.0,1110000000.0,14.59,-100.6
9.5e-14,3.5e-10,0.9,4.6e-05,1.2e-05,0.0075,0.00821,27100000000.0,1080000000.0,14.86,-105.1
9.5e-14,3.5e-10,0.9,4.6e-05,1.2e-05,0.0125,0.0147,26900000000.0,967000000.0,15.49,-100.8
9.5e-14,3.5e-10,0.9,4.6e-05,1.2e-05,0.015,0.0182,26800000000.0,924000000.0,15.48,-83.68
9.5e-14,3.5e-10,0.9,4.6e-05,1.3e-05,0.01,0.0114,26900000000.0,1030000000.0,15.34,-102.9
9.5e-14,3.5e-10,0.9,4.6e-05,1.3e-05,0.005,0.00524,30200000000.0,1120000000.0,14.59,-101.7
9.5e-14,3.5e-10,0.9,4.6e-05,1.3e-05,0.0075,0.00821,27000000000.0,1090000000.0,14.96,-104.3
9.5e-14,3.5e-10,0.9,4.6e-05,1.3e-05,0.0125,0.0147,26700000000.0,969000000.0,15.57,-95.74
9.5e-14,3.5e-10,0.9,4.6e-05,1.3e-05,0.015,0.0182,26700000000.0,877000000.0,15.56,-82.99
9.5e-14,3.5e-10,0.9,4.6e-05,1.4e-05,0.01,0.0114,26700000000.0,1030000000.0,15.42,-101.6
9.5e-14,3.5e-10,0.9,4.6e-05,1.4e-05,0.005,0.00524,29700000000.0,1130000000.0,14.59,-102.8
9.5e-14,3.5e-10,0.9,4.6e-05,1.4e-05,0.0075,0.00821,26800000000.0,1100000000.0,15.04,-102.6
9.5e-14,3.5e-10,0.9,4.6e-05,1.4e-05,0.0125,0.0147,26500000000.0,965000000.0,15.65,-97.1
9.5e-14,3.5e-10,0.9,4.6e-05,1.4e-05,0.015,0.0182,26500000000.0,798000000.0,15.63,-81.9
9.5e-14,3.5e-10,0.9,4.6e-05,1.5e-05,0.01,0.0114,26500000000.0,1030000000.0,15.49,-100.4
9.5e-14,3.5e-10,0.9,4.6e-05,1.5e-05,0.005,0.00524,29300000000.0,1130000000.0,14.59,-103.6
9.5e-14,3.5e-10,0.9,4.6e-05,1.5e-05,0.0075,0.00821,26600000000.0,1100000000.0,15.1,-101.4
9.5e-14,3.5e-10,0.9,4.6e-05,1.5e-05,0.0125,0.0147,26300000000.0,952000000.0,15.71,-96.88
9.5e-14,3.5e-10,0.9,4.6e-05,1.5e-05,0.015,0.0182,26300000000.0,719000000.0,15.67,-81.92
9.5e-14,3.5e-10,0.9,4.8e-05,1e-05,0.01,0.0113,27100000000.0,968000000.0,14.91,-102.0
9.5e-14,3.5e-10,0.9,4.8e-05,1e-05,0.005,0.00522,32100000000.0,1020000000.0,14.59,-98.28
9.5e-14,3.5e-10,0.9,4.8e-05,1e-05,0.0075,0.00817,27100000000.0,1000000000.0,14.59,-102.3
9.5e-14,3.5e-10,0.9,4.8e-05,1e-05,0.0125,0.0146,27000000000.0,941000000.0,15.18,-101.4
9.5e-14,3.5e-10,0.9,4.8e-05,1e-05,0.015,0.018,26900000000.0,965000000.0,15.14,-84.27
9.5e-14,3.5e-10,0.9,4.8e-05,5e-06,0.01,0.0113,28200000000.0,715000000.0,14.59,-92.19
9.5e-14,3.5e-10,0.9,4.8e-05,5e-06,0.005,0.00522,38300000000.0,709000000.0,14.59,-93.26
9.5e-14,3.5e-10,0.9,4.8e-05,5e-06,0.0075,0.00817,28300000000.0,717000000.0,14.59,-92.93
9.5e-14,3.5e-10,0.9,4.8e-05,5e-06,0.0125,0.0146,28200000000.0,731000000.0,14.59,-96.9
9.5e-14,3.5e-10,0.9,4.8e-05,5e-06,0.015,0.018,28100000000.0,793000000.0,14.59,-89.12
9.5e-14,3.5e-10,0.9,4.8e-05,6e-06,0.01,0.0113,28000000000.0,792000000.0,14.59,-93.69
9.5e-14,3.5e-10,0.9,4.8e-05,6e-06,0.005,0.00522,36200000000.0,798000000.0,14.59,-94.36
9.5e-14,3.5e-10,0.9,4.8e-05,6e-06,0.0075,0.00817,28000000000.0,798000000.0,14.59,-94.43
9.5e-14,3.5e-10,0.9,4.8e-05,6e-06,0.0125,0.0146,27900000000.0,794000000.0,14.59,-99.45
9.5e-14,3.5e-10,0.9,4.8e-05,6e-06,0.015,0.018,27800000000.0,870000000.0,14.59,-87.35
9.5e-14,3.5e-10,0.9,4.8e-05,7e-06,0.01,0.0113,27800000000.0,853000000.0,14.59,-88.98
9.5e-14,3.5e-10,0.9,4.8e-05,7e-06,0.005,0.00522,34500000000.0,871000000.0,14.59,-95.32
9.5e-14,3.5e-10,0.9,4.8e-05,7e-06,0.0075,0.00817,27800000000.0,866000000.0,14.59,-96.18
9.5e-14,3.5e-10,0.9,4.8e-05,7e-06,0.0125,0.0146,27700000000.0,850000000.0,14.71,-100.6
9.5e-14,3.5e-10,0.9,4.8e-05,7e-06,0.015,0.018,27600000000.0,928000000.0,14.61,-85.86
9.5e-14,3.5e-10,0.9,4.8e-05,8e-06,0.01,0.0113,27500000000.0,902000000.0,14.61,-98.24
9.5e-14,3.5e-10,0.9,4.8e-05,8e-06,0.005,0.00522,33300000000.0,931000000.0,14.59,-96.16
9.5e-14,3.5e-10,0.9,4.8e-05,8e-06,0.0075,0.00817,27600000000.0,921000000.0,14.59,-98.07
9.5e-14,3.5e-10,0.9,4.8e-05,8e-06,0.0125,0.0146,27400000000.0,891000000.0,14.89,-101.7
9.5e-14,3.5e-10,0.9,4.8e-05,8e-06,0.015,0.018,27400000000.0,961000000.0,14.81,-84.96
9.5e-14,3.5e-10,0.9,4.8e-05,9e-06,0.01,0.0113,27300000000.0,939000000.0,14.77,-99.87
9.5e-14,3.5e-10,0.9,4.8e-05,9e-06,0.005,0.00522,32700000000.0,979000000.0,14.59,-97.29
9.5e-14,3.5e-10,0.9,4.8e-05,9e-06,0.0075,0.00817,27300000000.0,968000000.0,14.59,-100.2
9.5e-14,3.5e-10,0.9,4.8e-05,9e-06,0.0125,0.0146,27200000000.0,922000000.0,15.04,-102.0
9.5e-14,3.5e-10,0.9,4.8e-05,9e-06,0.015,0.018,27100000000.0,974000000.0,14.99,-84.37
9.5e-14,3.5e-10,0.9,4.8e-05,1.1e-05,0.01,0.0113,26900000000.0,989000000.0,15.04,-103.9
9.5e-14,3.5e-10,0.9,4.8e-05,1.1e-05,0.005,0.00522,31200000000.0,1040000000.0,14.59,-99.35
9.5e-14,3.5e-10,0.9,4.8e-05,1.1e-05,0.0075,0.00817,27000000000.0,1030000000.0,14.63,-104.2
9.5e-14,3.5e-10,0.9,4.8e-05,1.1e-05,0.0125,0.0146,26800000000.0,957000000.0,15.29,-100.5
9.5e-14,3.5e-10,0.9,4.8e-05,1.1e-05,0.015,0.018,26700000000.0,950000000.0,15.27,-83.61
9.5e-14,3.5e-10,0.9,4.8e-05,1.2e-05,0.01,0.0113,26700000000.0,1000000000.0,15.15,-104.2
9.5e-14,3.5e-10,0.9,4.8e-05,1.2e-05,0.005,0.00522,30500000000.0,1060000000.0,14.59,-100.3
9.5e-14,3.5e-10,0.9,4.8e-05,1.2e-05,0.0075,0.00817,26800000000.0,1050000000.0,14.74,-105.1
9.5e-14,3.5e-10,0.9,4.8e-05,1.2e-05,0.0125,0.0146,26600000000.0,958000000.0,15.4,-99.72
9.5e-14,3.5e-10,0.9,4.8e-05,1.2e-05,0.015,0.018,26500000000.0,913000000.0,15.37,-83.33
9.5e-14,3.5e-10,0.9,4.8e-05,1.3e-05,0.01,0.0113,26500000000.0,1010000000.0,15.25,-103.2
9.5e-14,3.5e-10,0.9,4.8e-05,1.3e-05,0.005,0.00522,29900000000.0,1080000000.0,14.59,-101.4
9.5e-14,3.5e-10,0.9,4.8e-05,1.3e-05,0.0075,0.00817,26600000000.0,1060000000.0,14.84,-104.5
9.5e-14,3.5e-10,0.9,4.8e-05,1.3e-05,0.0125,0.0146,26400000000.0,960000000.0,15.48,-97.72
9.5e-14,3.5e-10,0.9,4.8e-05,1.3e-05,0.015,0.018,26300000000.0,860000000.0,15.45,-82.44
9.5e-14,3.5e-10,0.9,4.8e-05,1.4e-05,0.01,0.0113,26300000000.0,1020000000.0,15.33,-103.0
9.5e-14,3.5e-10,0.9,4.8e-05,1.4e-05,0.005,0.00522,29600000000.0,1080000000.0,14.59,-102.1
9.5e-14,3.5e-10,0.9,4.8e-05,1.4e-05,0.0075,0.00817,26400000000.0,1070000000.0,14.92,-103.6
9.5e-14,3.5e-10,0.9,4.8e-05,1.4e-05,0.0125,0.0146,26200000000.0,955000000.0,15.56,-96.69
9.5e-14,3.5e-10,0.9,4.8e-05,1.4e-05,0.015,0.018,26100000000.0,793000000.0,15.52,-82.26
9.5e-14,3.5e-10,0.9,4.8e-05,1.5e-05,0.01,0.0113,26200000000.0,1020000000.0,15.4,-99.84
9.5e-14,3.5e-10,0.9,4.8e-05,1.5e-05,0.005,0.00522,29200000000.0,1080000000.0,14.59,-102.7
9.5e-14,3.5e-10,0.9,4.8e-05,1.5e-05,0.0075,0.00817,26200000000.0,1070000000.0,14.98,-102.2
9.5e-14,3.5e-10,0.9,4.8e-05,1.5e-05,0.0125,0.0146,26000000000.0,944000000.0,15.62,-94.87
9.5e-14,3.5e-10,0.9,4.8e-05,1.5e-05,0.015,0.018,25900000000.0,711000000.0,15.56,-81.73
9.5e-14,3.5e-10,0.9,5e-05,1e-05,0.01,0.0112,26800000000.0,946000000.0,14.82,-102.3
9.5e-14,3.5e-10,0.9,5e-05,1e-05,0.005,0.00521,31500000000.0,974000000.0,14.59,-98.5
9.5e-14,3.5e-10,0.9,5e-05,1e-05,0.0075,0.00814,26800000000.0,971000000.0,14.59,-101.9
9.5e-14,3.5e-10,0.9,5e-05,1e-05,0.0125,0.0145,26700000000.0,929000000.0,15.08,-100.7
9.5e-14,3.5e-10,0.9,5e-05,1e-05,0.015,0.0179,26500000000.0,959000000.0,15.0,-83.94
9.5e-14,3.5e-10,0.9,5e-05,5e-06,0.01,0.0112,27900000000.0,694000000.0,14.59,-92.77
9.5e-14,3.5e-10,0.9,5e-05,5e-06,0.005,0.00521,38400000000.0,677000000.0,14.59,-93.65
9.5e-14,3.5e-10,0.9,5e-05,5e-06,0.0075,0.00814,27900000000.0,690000000.0,14.59,-93.59
9.5e-14,3.5e-10,0.9,5e-05,5e-06,0.0125,0.0145,27800000000.0,721000000.0,14.59,-97.6
9.5e-14,3.5e-10,0.9,5e-05,5e-06,0.015,0.0179,27800000000.0,780000000.0,14.59,-90.65
9.5e-14,3.5e-10,0.9,5e-05,6e-06,0.01,0.0112,27700000000.0,769000000.0,14.59,-94.31
9.5e-14,3.5e-10,0.9,5e-05,6e-06,0.005,0.00521,35700000000.0,763000000.0,14.59,-94.61
9.5e-14,3.5e-10,0.9,5e-05,6e-06,0.0075,0.00814,27700000000.0,770000000.0,14.59,-94.97
9.5e-14,3.5e-10,0.9,5e-05,6e-06,0.0125,0.0145,27600000000.0,790000000.0,14.59,-100.0
9.5e-14,3.5e-10,0.9,5e-05,6e-06,0.015,0.0179,27500000000.0,860000000.0,14.59,-88.09
9.5e-14,3.5e-10,0.9,5e-05,7e-06,0.01,0.0112,27400000000.0,831000000.0,14.59,-96.13
9.5e-14,3.5e-10,0.9,5e-05,7e-06,0.005,0.00521,34100000000.0,834000000.0,14.59,-95.69
9.5e-14,3.5e-10,0.9,5e-05,7e-06,0.0075,0.00814,27500000000.0,836000000.0,14.59,-96.38
9.5e-14,3.5e-10,0.9,5e-05,7e-06,0.0125,0.0145,27300000000.0,839000000.0,14.62,-101.1
9.5e-14,3.5e-10,0.9,5e-05,7e-06,0.015,0.0179,27300000000.0,916000000.0,14.59,-86.54
9.5e-14,3.5e-10,0.9,5e-05,8e-06,0.01,0.0112,27200000000.0,879000000.0,14.59,-97.9
9.5e-14,3.5e-10,0.9,5e-05,8e-06,0.005,0.00521,33400000000.0,891000000.0,14.59,-96.67
9.5e-14,3.5e-10,0.9,5e-05,8e-06,0.0075,0.00814,27200000000.0,892000000.0,14.59,-98.03
9.5e-14,3.5e-10,0.9,5e-05,8e-06,0.0125,0.0145,27100000000.0,876000000.0,14.79,-101.6
9.5e-14,3.5e-10,0.9,5e-05,8e-06,0.015,0.0179,27000000000.0,954000000.0,14.67,-85.02
9.5e-14,3.5e-10,0.9,5e-05,9e-06,0.01,0.0112,27000000000.0,918000000.0,14.67,-99.89
9.5e-14,3.5e-10,0.9,5e-05,9e-06,0.005,0.00521,32600000000.0,937000000.0,14.59,-97.51
9.5e-14,3.5e-10,0.9,5e-05,9e-06,0.0075,0.00814,27000000000.0,935000000.0,14.59,-99.98
9.5e-14,3.5e-10,0.9,5e-05,9e-06,0.0125,0.0145,26900000000.0,907000000.0,14.95,-101.1
9.5e-14,3.5e-10,0.9,5e-05,9e-06,0.015,0.0179,26700000000.0,965000000.0,14.85,-84.18
9.5e-14,3.5e-10,0.9,5e-05,1.1e-05,0.01,0.0112,26600000000.0,969000000.0,14.94,-103.8
9.5e-14,3.5e-10,0.9,5e-05,1.1e-05,0.005,0.00521,30800000000.0,1000000000.0,14.59,-99.86
9.5e-14,3.5e-10,0.9,5e-05,1.1e-05,0.0075,0.00814,26700000000.0,999000000.0,14.59,-103.7
9.5e-14,3.5e-10,0.9,5e-05,1.1e-05,0.0125,0.0145,26400000000.0,942000000.0,15.2,-99.06
9.5e-14,3.5e-10,0.9,5e-05,1.1e-05,0.015,0.0179,26300000000.0,933000000.0,15.13,-83.23
9.5e-14,3.5e-10,0.9,5e-05,1.2e-05,0.01,0.0112,26400000000.0,985000000.0,15.05,-104.0
9.5e-14,3.5e-10,0.9,5e-05,1.2e-05,0.005,0.00521,30300000000.0,1020000000.0,14.59,-100.2
9.5e-14,3.5e-10,0.9,5e-05,1.2e-05,0.0075,0.00814,26400000000.0,1020000000.0,14.62,-104.8
9.5e-14,3.5e-10,0.9,5e-05,1.2e-05,0.0125,0.0145,26200000000.0,950000000.0,15.3,-97.38
9.5e-14,3.5e-10,0.9,5e-05,1.2e-05,0.015,0.0179,26100000000.0,896000000.0,15.24,-82.46
9.5e-14,3.5e-10,0.9,5e-05,1.3e-05,0.01,0.0112,26200000000.0,995000000.0,15.15,-103.1
9.5e-14,3.5e-10,0.9,5e-05,1.3e-05,0.005,0.00521,29900000000.0,1030000000.0,14.59,-101.0
9.5e-14,3.5e-10,0.9,5e-05,1.3e-05,0.0075,0.00814,26200000000.0,1040000000.0,14.72,-105.0
9.5e-14,3.5e-10,0.9,5e-05,1.3e-05,0.0125,0.0145,26100000000.0,948000000.0,15.39,-97.08
9.5e-14,3.5e-10,0.9,5e-05,1.3e-05,0.015,0.0179,25900000000.0,844000000.0,15.32,-81.85
9.5e-14,3.5e-10,0.9,5e-05,1.4e-05,0.01,0.0112,26000000000.0,1000000000.0,15.23,-102.2
9.5e-14,3.5e-10,0.9,5e-05,1.4e-05,0.005,0.00521,29400000000.0,1040000000.0,14.59,-101.7
9.5e-14,3.5e-10,0.9,5e-05,1.4e-05,0.0075,0.00814,26000000000.0,1050000000.0,14.8,-104.4
9.5e-14,3.5e-10,0.9,5e-05,1.4e-05,0.0125,0.0145,25900000000.0,937000000.0,15.46,-96.39
9.5e-14,3.5e-10,0.9,5e-05,1.4e-05,0.015,0.0179,25800000000.0,786000000.0,15.38,-80.89
9.5e-14,3.5e-10,0.9,5e-05,1.5e-05,0.01,0.0112,25900000000.0,1000000000.0,15.3,-100.2
9.5e-14,3.5e-10,0.9,5e-05,1.5e-05,0.005,0.00521,28900000000.0,1040000000.0,14.59,-102.3
9.5e-14,3.5e-10,0.9,5e-05,1.5e-05,0.0075,0.00814,25900000000.0,1050000000.0,14.87,-103.0
9.5e-14,3.5e-10,0.9,5e-05,1.5e-05,0.0125,0.0145,25700000000.0,924000000.0,15.53,-88.98
9.5e-14,3.5e-10,0.9,5e-05,1.5e-05,0.015,0.0179,25600000000.0,723000000.0,15.42,-80.65
9.5e-14,3.5e-10,0.7,4e-05,1e-05,0.01,0.0131,28700000000.0,803000000.0,15.08,-92.18
9.5e-14,3.5e-10,0.7,4e-05,1e-05,0.005,0.00609,30200000000.0,986000000.0,14.59,-97.6
9.5e-14,3.5e-10,0.7,4e-05,1e-05,0.0075,0.0095,28800000000.0,898000000.0,14.76,-94.37
9.5e-14,3.5e-10,0.7,4e-05,1e-05,0.0125,0.017,28600000000.0,719000000.0,15.26,-99.38
9.5e-14,3.5e-10,0.7,4e-05,1e-05,0.015,0.021,28700000000.0,650000000.0,14.88,-77.06
9.5e-14,3.5e-10,0.7,4e-05,5e-06,0.01,0.0131,30000000000.0,613000000.0,14.59,-87.34
9.5e-14,3.5e-10,0.7,4e-05,5e-06,0.005,0.00609,33100000000.0,724000000.0,14.59,-91.54
9.5e-14,3.5e-10,0.7,4e-05,5e-06,0.0075,0.0095,30100000000.0,680000000.0,14.59,-88.65
9.5e-14,3.5e-10,0.7,4e-05,5e-06,0.0125,0.017,29900000000.0,588000000.0,14.59,-95.55
9.5e-14,3.5e-10,0.7,4e-05,5e-06,0.015,0.021,30000000000.0,676000000.0,14.59,-71.15
9.5e-14,3.5e-10,0.7,4e-05,6e-06,0.01,0.0131,29700000000.0,674000000.0,14.59,-88.21
9.5e-14,3.5e-10,0.7,4e-05,6e-06,0.005,0.00609,32600000000.0,807000000.0,14.59,-92.59
9.5e-14,3.5e-10,0.7,4e-05,6e-06,0.0075,0.0095,29700000000.0,749000000.0,14.59,-89.45
9.5e-14,3.5e-10,0.7,4e-05,6e-06,0.0125,0.017,29600000000.0,629000000.0,14.59,-96.23
9.5e-14,3.5e-10,0.7,4e-05,6e-06,0.015,0.021,29700000000.0,710000000.0,14.59,-77.37
9.5e-14,3.5e-10,0.7,4e-05,7e-06,0.01,0.0131,29400000000.0,723000000.0,14.59,-89.08
9.5e-14,3.5e-10,0.7,4e-05,7e-06,0.005,0.00609,32100000000.0,871000000.0,14.59,-93.9
9.5e-14,3.5e-10,0.7,4e-05,7e-06,0.0075,0.0095,29400000000.0,805000000.0,14.59,-90.43
9.5e-14,3.5e-10,0.7,4e-05,7e-06,0.0125,0.017,29400000000.0,663000000.0,14.79,-96.24
9.5e-14,3.5e-10,0.7,4e-05,7e-06,0.015,0.021,29500000000.0,664000000.0,14.59,-94.87
9.5e-14,3.5e-10,0.7,4e-05,8e-06,0.01,0.0131,29200000000.0,757000000.0,14.77,-90.09
9.5e-14,3.5e-10,0.7,4e-05,8e-06,0.005,0.00609,31200000000.0,920000000.0,14.59,-95.04
9.5e-14,3.5e-10,0.7,4e-05,8e-06,0.0075,0.0095,29200000000.0,844000000.0,14.59,-91.74
9.5e-14,3.5e-10,0.7,4e-05,8e-06,0.0125,0.017,29100000000.0,691000000.0,14.97,-98.77
9.5e-14,3.5e-10,0.7,4e-05,8e-06,0.015,0.021,29200000000.0,657000000.0,14.59,-78.01
9.5e-14,3.5e-10,0.7,4e-05,9e-06,0.01,0.0131,28900000000.0,785000000.0,14.93,-91.01
9.5e-14,3.5e-10,0.7,4e-05,9e-06,0.005,0.00609,30500000000.0,958000000.0,14.59,-96.22
9.5e-14,3.5e-10,0.7,4e-05,9e-06,0.0075,0.0095,29100000000.0,877000000.0,14.59,-92.97
9.5e-14,3.5e-10,0.7,4e-05,9e-06,0.0125,0.017,28800000000.0,711000000.0,15.12,-99.32
9.5e-14,3.5e-10,0.7,4e-05,9e-06,0.015,0.021,29000000000.0,676000000.0,14.69,-81.57
9.5e-14,3.5e-10,0.7,4e-05,1.1e-05,0.01,0.0131,28500000000.0,816000000.0,15.2,-93.06
9.5e-14,3.5e-10,0.7,4e-05,1.1e-05,0.005,0.00609,29900000000.0,1010000000.0,14.59,-98.23
9.5e-14,3.5e-10,0.7,4e-05,1.1e-05,0.0075,0.0095,28600000000.0,914000000.0,14.9,-98.85
9.5e-14,3.5e-10,0.7,4e-05,1.1e-05,0.0125,0.017,28400000000.0,730000000.0,15.37,-100.5
9.5e-14,3.5e-10,0.7,4e-05,1.1e-05,0.015,0.021,28500000000.0,621000000.0,15.03,-84.1
9.5e-14,3.5e-10,0.7,4e-05,1.2e-05,0.01,0.0131,28300000000.0,820000000.0,15.31,-94.5
9.5e-14,3.5e-10,0.7,4e-05,1.2e-05,0.005,0.00609,29200000000.0,1020000000.0,14.59,-100.2
9.5e-14,3.5e-10,0.7,4e-05,1.2e-05,0.0075,0.0095,28900000000.0,922000000.0,15.02,-97.14
9.5e-14,3.5e-10,0.7,4e-05,1.2e-05,0.0125,0.017,28200000000.0,726000000.0,15.47,-100.9
9.5e-14,3.5e-10,0.7,4e-05,1.2e-05,0.015,0.021,28300000000.0,574000000.0,15.16,-78.91
9.5e-14,3.5e-10,0.7,4e-05,1.3e-05,0.01,0.0131,28100000000.0,826000000.0,15.4,-95.48
9.5e-14,3.5e-10,0.7,4e-05,1.3e-05,0.005,0.00609,28500000000.0,1030000000.0,14.59,-101.7
9.5e-14,3.5e-10,0.7,4e-05,1.3e-05,0.0075,0.0095,29800000000.0,926000000.0,15.13,-98.78
9.5e-14,3.5e-10,0.7,4e-05,1.3e-05,0.0125,0.017,28000000000.0,723000000.0,15.55,-100.3
9.5e-14,3.5e-10,0.7,4e-05,1.3e-05,0.015,0.021,28100000000.0,530000000.0,15.2,-82.36
9.5e-14,3.5e-10,0.7,4e-05,1.4e-05,0.01,0.0131,27900000000.0,824000000.0,15.48,-96.51
9.5e-14,3.5e-10,0.7,4e-05,1.4e-05,0.005,0.00609,28100000000.0,1030000000.0,14.65,-103.1
9.5e-14,3.5e-10,0.7,4e-05,1.4e-05,0.0075,0.0095,31000000000.0,927000000.0,15.21,-98.17
9.5e-14,3.5e-10,0.7,4e-05,1.4e-05,0.0125,0.017,27800000000.0,711000000.0,15.62,-97.84
